"bsn","district","address_id","latitude","longitude","street","plz","district_id"
"01E10","Mitte","20","52.5525","13.36152","Groninger Str. 25","13347","10"
"01E12","Mitte","21","52.521522","13.4098649","Panoramastr. 1","10178","10"
"01E13","Mitte","22","52.52599","13.40484","Weinmeisterstr. 16","10178","10"
"01P04","Mitte","22","52.52599","13.40484","Weinmeisterstr. 16","10178","10"
"01E16","Mitte","23","52.5090503","13.3897175","Friedrichstr. 200","10117","10"
"01E18","Mitte","24","52.5121824","13.4199374","Rungestr. 18","10179","10"
"01E20","Mitte","25","52.5121658","13.3830179","Wilhelmstr. 88","10117","10"
"01E21","Mitte","26","52.5107363","13.4065068","Wallstr. 15A","10179","10"
"01E25","Mitte","27","52.5100797","13.4016712","Beuthstr. 8","10117","10"
"01P39","Mitte","27","52.5100797","13.4016712","Beuthstr. 8","10117","10"
"01E26","Mitte","28","52.51978","13.38965","Friedrichstr. 95","10117","10"
"01E27","Mitte","29","52.52798","13.31894","Wiebestr. 46","10553","10"
"01E28","Mitte","30","52.5093253","13.3880071","Mauerstr. 77","10117","10"
"01E29","Mitte","31","52.5113602","13.3909322","Kronenstr. 55","10117","10"
"01E30","Mitte","32","52.5013928","13.3565812","Kurfürstenstr. 53","10785","10"
"01E31","Mitte","33","52.50202","13.36934","Lützowstr. 105 ","10785","10"
"01E32","Mitte","34","52.52998","13.36409","Lehrter Str. 17","10557","10"
"01G01","Mitte","35","52.53684","13.40039","Ruppiner Str. 47-48","10115","10"
"01G02","Mitte","36","52.532833","13.3910483","Bergstr. 58","10115","10"
"01G04","Mitte","37","52.52678","13.4018","Gipsstr. 23A","10119","10"
"01G05","Mitte","38","52.52759","13.38033","Hannoversche Str. 20","10115","10"
"01G07","Mitte","39","52.5163654","13.4241201","Singerstr. 8","10179","10"
"01G08","Mitte","40","52.5131795","13.38276","Wilhelmstr. 52","10117","10"
"01P34","Mitte","40","52.5131795","13.38276","Wilhelmstr. 52","10117","10"
"01G10","Mitte","41","52.50737","13.40892","Sebastianstr. 57","10179","10"
"01G11","Mitte","42","52.53006","13.353115","Rathenower Str. 18","10559","10"
"01G15","Mitte","43","52.51827","13.35527","Paulstr. 20B","10557","10"
"01G16","Mitte","44","52.5219744","13.35657","Paulstr. 28","10557","10"
"01G18","Mitte","45","52.5288941","13.3318065","Waldenserstr. 20-21","10551","10"
"01G19","Mitte","46","52.5214","13.34019","Lessingstr. 5","10555","10"
"01G24","Mitte","47","52.55719","13.35717","Ungarnstr. 75","13349","10"
"01G25","Mitte","48","52.55158","13.39611","Ellerbeker Str. 7-8","13357","10"
"01G27","Mitte","49","52.55338","13.38292","Prinzenallee 8","13357","10"
"01G28","Mitte","50","52.54146","13.35783","Tegeler Str. 18-19","13353","10"
"01G29","Mitte","51","52.55775","13.38365","Gotenburger Str. 8","13359","10"
"01G31","Mitte","52","52.5462055","13.362468","Antonstr. 10","13347","10"
"01G32","Mitte","53","52.56107","13.38284","Zechliner Str. 4","13359","10"
"01G35","Mitte","54","52.5416558","13.3777972","Grenzstr. 7","13355","10"
"01G36","Mitte","55","52.56553","13.38891","Kattegatstr. 26","13359","10"
"01G37","Mitte","56","52.54695","13.39407","Ramlerstr. 9-10","13355","10"
"01G38","Mitte","57","52.53795","13.39162","Strelitzer Str. 42","13355","10"
"01G39","Mitte","58","52.54222","13.3969","Demminer Str. 27","13355","10"
"01G40","Mitte","59","52.55575","13.33375","Afrikanische Str. 123-125","13351","10"
"01G41","Mitte","60","52.55099","13.35786","Utrechter Str. 25-27","13347","10"
"01G42","Mitte","61","52.5503747","13.3418855","Guineastr. 17-18","13351","10"
"01G43","Mitte","62","52.5492336","13.3732605","Orthstr. 1","13357","10"
"01S06","Mitte","62","52.5492336","13.3732605","Orthstr. 1","13357","10"
"01G44","Mitte","63","52.5035806","13.3629577","Lützowstr. 83-85","10785","10"
"01G45","Mitte","64","52.5446286","13.3618199","Müllerstr. 158","13353","10"
"01G46","Mitte","65","52.52778","13.39745","Koppenplatz 12","10115","10"
"01G47","Mitte","66","52.5231348","13.3315821","Zinzendorfstr. 15-16","10555","10"
"01K01","Mitte","67","52.5513398","13.3859526","Grüntaler Str. 5","13357","10"
"01K02","Mitte","68","52.54701","13.34782","Lütticher Str. 47-48","13353","10"
"01K03","Mitte","69","52.5388964","13.3943725","Stralsunder Str. 57","13355","10"
"01K04","Mitte","70","52.5247296","13.3162999","Neues Ufer 6","10553","10"
"01K06","Mitte","71","52.5469041","13.3731006","Pankstr. 18-19","13357","10"
"01K07","Mitte","72","52.5304829","13.3916822","Gartenstr. 10-17","10115","10"
"01K08","Mitte","73","52.55628","13.3457","Ofener Str. 6","13349","10"
"01K09","Mitte","74","52.53367","13.34651","Stephanstr. 27","10559","10"
"01K10","Mitte","75","52.5357224","13.3548746","Quitzowstr. 141 ","10559","10"
"01P01","Mitte","76","52.54903","13.37487","Pankstr. 70","13357","10"
"01P03","Mitte","77","52.52504","13.39948","Große Hamburger Str. 27","10115","10"
"01P05","Mitte","78","52.52787","13.33431","Waldenserstr. 27","10551","10"
"01P06","Mitte","79","52.50969","13.3557","Tiergartenstr. 30-31","10785","10"
"01P07","Mitte","80","52.5348952","13.3892121","Bernauer Str. 115-118","13355","10"
"01P11","Mitte","81","52.5104499","13.4084457","Alte Jakobstr. 77","10179","10"
"01P13","Mitte","82","52.540661","13.4011402","Wolliner Str. 25-26","13355","10"
"01P14","Mitte","83","52.5155862","13.4148463","Littenstr. 109","10179","10"
"01P16","Mitte","84","52.52706","13.39025","Linienstr. 122","10115","10"
"01P17","Mitte","85","52.5098893","13.4074507","Alte Jakobstr. 83-84","10179","10"
"01P18","Mitte","86","52.5382523","13.3847728","Ackerstr. 76","13355","10"
"01P22","Mitte","87","52.5276979","13.4066037","Rückerstr. 9","10119","10"
"01P23","Mitte","88","52.5110497","13.4113669","Wallstr. 32","10179","10"
"01P24","Mitte","89","52.54527","13.37185","Gerichtstr. 27","13347","10"
"01P25","Mitte","90","52.50202","13.36934","Lützowstr. 106","10785","10"
"01P33","Mitte","90","52.50202","13.36934","Lützowstr. 106","10785","10"
"01P36","Mitte","91","52.5242005","13.4130166","Alexanderstr. 5","10178","10"
"01P37","Mitte","92","52.5133576","13.4114646","Märkisches Ufer 28-34","10179","10"
"01P38","Mitte","93","52.52537","13.33329","Zwinglistr. 37","10555","10"
"01P40","Mitte","94","52.5264504","13.3470366","Turmstr. 21","10559","10"
"01P42","Mitte","95",,,"Alexanderstr. 1","10178","10"
"01P43","Mitte","96","52.5163603","13.4125839","Klosterstr. 64","10179","10"
"01P44","Mitte","97","52.522867","13.416297","Alexanderstr. 7","10178","10"
"01P45","Mitte","98","52.54202","13.35475","Sprengelstr. 15","13353","10"
"01P46","Mitte","99","52.54391","13.3906","Brunnenstr. 110D","13355","10"
"01S01","Mitte","100","52.5295","13.3954","Bergstr. 5-9","10115","10"
"01S05","Mitte","101","52.5424137","13.3486434","Augustenburger Platz 1","13353","10"
"01S07","Mitte","102","52.52226","13.42328","Berolinastr. 8","10178","10"
"01Y02","Mitte","103","52.5309233","13.4041052","Zehdenicker Str. 17","10119","10"
"01Y04","Mitte","104","52.5366012","13.3955806","Rheinsberger Str. 4-5","10115","10"
"01Y07","Mitte","105","52.50318","13.35549","Derfflingerstr. 7","10785","10"
"01Y08","Mitte","106",,,"Schöningstr. 17","13349","10"
"01Y09","Mitte","107","52.5502136","13.3785621","Böttgerstr. 2-6","13357","10"
"01Y11","Mitte","108","52.5163654","13.4241201","Singerstr. 8A","10179","10"
"01Y12","Mitte","109","52.51935","13.3394","Altonaer Str. 26","10555","10"
"01A01","Mitte","1003","52.54121","13.3583","Tegeler Str. 16","13353","10"
"01A02","Mitte","1003","52.54121","13.3583","Tegeler Str. 16","13353","10"
"01A03","Mitte","1003","52.54121","13.3583","Tegeler Str. 16","13353","10"
"01A04","Mitte","1004","52.5266","13.33421","Turmstr. 75","10551","10"
"01B01","Mitte","1005","52.5237843","13.3576576","Alt-Moabit 10","10557","10"
"01B02","Mitte","1006","52.5226857","13.3379548","Bochumer Str. 8B","10555","10"
"01B03","Mitte","1007","52.55666","13.37961","Osloer Str. 23-26","13359","10"
"01B04","Mitte","1008","52.5578586","13.3529561","Schwyzer Str. 6-8","13349","10"
"01B05","Mitte","1009","52.51238","13.398","Niederwallstr. 6-7","10117","10"
"01E03","Mitte","1010","52.512303","13.419736","Rungestr. 20","10179","10"
"01E08","Mitte","1010","52.512303","13.419736","Rungestr. 20","10179","10"
"02A01","Friedrichshain-Kreuzberg","110","52.49445","13.43236","Forster Str. 15","10999","11"
"02A02","Friedrichshain-Kreuzberg","110","52.49445","13.43236","Forster Str. 15","10999","11"
"02A03","Friedrichshain-Kreuzberg","110","52.49445","13.43236","Forster Str. 15","10999","11"
"02A04","Friedrichshain-Kreuzberg","110","52.49445","13.43236","Forster Str. 15","10999","11"
"02A05","Friedrichshain-Kreuzberg","110","52.49445","13.43236","Forster Str. 15","10999","11"
"02A06","Friedrichshain-Kreuzberg","110","52.49445","13.43236","Forster Str. 15","10999","11"
"02A07","Friedrichshain-Kreuzberg","110","52.49445","13.43236","Forster Str. 15","10999","11"
"02S05","Friedrichshain-Kreuzberg","110","52.49445","13.43236","Forster Str. 15","10999","11"
"02A08","Friedrichshain-Kreuzberg","111","52.4944027","13.4324903","Forster Str. 015 ","10999","11"
"02B01","Friedrichshain-Kreuzberg","112","52.50301","13.45008","Naglerstr. 1-3","10245","11"
"02B02","Friedrichshain-Kreuzberg","113","52.49909","13.40309","Lobeckstr. 76","10969","11"
"02B03","Friedrichshain-Kreuzberg","114","52.50604","13.38927","Kochstr. 9","10969","11"
"02B04","Friedrichshain-Kreuzberg","115","52.500529","13.437771","Wrangelstr. 98","10997","11"
"02B05","Friedrichshain-Kreuzberg","116","52.52161","13.44855","Straßmannstr. 14","10249","11"
"02E01","Friedrichshain-Kreuzberg","117","52.5076038","13.4717015","Neue Bahnhofstr. 16-17","10245","11"
"02E03","Friedrichshain-Kreuzberg","118","52.5128261","13.4586294","Boxhagener Str. 106","10245","11"
"02E04","Friedrichshain-Kreuzberg","119","52.512839","13.45532","Boxhagener Str. 18","10245","11"
"02E05","Friedrichshain-Kreuzberg","120","52.49191","13.38817","Gneisenaustr. 2A","10961","11"
"02E06","Friedrichshain-Kreuzberg","121","52.49884","13.43616","Lübbener Str. 26","10997","11"
"02E07","Friedrichshain-Kreuzberg","122","52.5052531","13.3779788","Bernburger Str. 24-25","10963","11"
"02E10","Friedrichshain-Kreuzberg","123","52.5018","13.4111544","Ritterstr. 12-14","10969","11"
"02E36","Friedrichshain-Kreuzberg","123","52.5018","13.4111544","Ritterstr. 12-14","10969","11"
"02E11","Friedrichshain-Kreuzberg","124","52.48963","13.40086","Gneisenaustr. 41","10961","11"
"02E12","Friedrichshain-Kreuzberg","125","52.48872","13.39634","Bergmannstr. 29","10961","11"
"02E14","Friedrichshain-Kreuzberg","126","52.5024606","13.4409624","Pfuelstr. 3","10997","11"
"02E15","Friedrichshain-Kreuzberg","127","52.4996277","13.4224853","Mariannenstr. 9-10","10999","11"
"02E17","Friedrichshain-Kreuzberg","128",,,"Cuvrystr. 34","10997","11"
"02P16","Friedrichshain-Kreuzberg","128",,,"Cuvrystr. 34","10997","11"
"02E18","Friedrichshain-Kreuzberg","129","52.4934944","13.3887076","Mehringdamm 33","10961","11"
"02E20","Friedrichshain-Kreuzberg","130","52.5037826","13.3961391","Lindenstr. 20-25","10969","11"
"02E21","Friedrichshain-Kreuzberg","131","52.50168","13.43399","Wrangelstr. 31","10997","11"
"02E23","Friedrichshain-Kreuzberg","132","52.5040006","13.4345971","Eisenbahnstr. 21","10997","11"
"02E24","Friedrichshain-Kreuzberg","133","52.5026393","13.4408648","Pfulstr. 5","10997","11"
"02E26","Friedrichshain-Kreuzberg","134","52.5039965","13.4523379","Ehrenbergstr. 11-14","10245","11"
"02E27","Friedrichshain-Kreuzberg","135","52.51477","13.46241","Frankfurter Allee 40","10247","11"
"02E28","Friedrichshain-Kreuzberg","136","52.5049999","13.4482798","Warschauer Str. 36-38","10243","11"
"02E29","Friedrichshain-Kreuzberg","137","52.48977","13.39253","Solmsstr. 30","10961","11"
"02E30","Friedrichshain-Kreuzberg","138","52.505891","13.393171","Charlottenstr. 2","10969","11"
"02P19","Friedrichshain-Kreuzberg","138","52.505891","13.393171","Charlottenstr. 2","10969","11"
"02E32","Friedrichshain-Kreuzberg","139","52.49772","13.38026","Obentrautstr. 72","10963","11"
"02E33","Friedrichshain-Kreuzberg","140","52.50167","13.38641","Stresemannstr. 46","10963","11"
"02E34","Friedrichshain-Kreuzberg","141","52.4897","13.38861","Bergmannstr. 5","10961","11"
"02E35","Friedrichshain-Kreuzberg","142","52.5122875","13.4484908","Gubener Str. 47","10243","11"
"02E37","Friedrichshain-Kreuzberg","143","52.51163","13.45351","Warschauer Str. 70A","10243","11"
"02E38","Friedrichshain-Kreuzberg","144","52.4909582","13.4187993","Urbanstr. 116 ","10967","11"
"02E39","Friedrichshain-Kreuzberg","145","52.50552","13.39035","Friedrichstr. 217 ","10969","11"
"02G01","Friedrichshain-Kreuzberg","146","52.52106","13.43582","Friedenstr. 40-45","10249","11"
"02G02","Friedrichshain-Kreuzberg","147","52.5242081","13.4543236","Hausburgstr. 20","10249","11"
"02G03","Friedrichshain-Kreuzberg","148","52.5186986","13.4576973","Liebigstr. 18A","10247","11"
"02G04","Friedrichshain-Kreuzberg","149","52.5186561","13.4709999","Pettenkoferstr. 20-24","10247","11"
"02G05","Friedrichshain-Kreuzberg","150","52.51663","13.43215","Andreasstr. 50-52","10243","11"
"02G07","Friedrichshain-Kreuzberg","151","52.5143567","13.4488861","Lasdehner Str. 21-23","10243","11"
"02G08","Friedrichshain-Kreuzberg","152","52.511492","13.4718545","Jessnerstr. 24-32","10247","11"
"02G09","Friedrichshain-Kreuzberg","153","52.50898","13.4653","Boxhagener Str. 46","10245","11"
"02G10","Friedrichshain-Kreuzberg","154","52.50705","13.46024","Niemannstr. 3","10245","11"
"02G11","Friedrichshain-Kreuzberg","155","52.4928814","13.476151","Alt-Stralau 34","10245","11"
"02G12","Friedrichshain-Kreuzberg","156","52.5044723","13.3887756","Puttkamerstr. 19","10969","11"
"02G13","Friedrichshain-Kreuzberg","157","52.49041","13.38183","Großbeerenstr. 40","10965","11"
"02G14","Friedrichshain-Kreuzberg","158","52.501885","13.3915311","Friedrichstr. 13","10969","11"
"02S06","Friedrichshain-Kreuzberg","158","52.501885","13.3915311","Friedrichstr. 13","10969","11"
"02G15","Friedrichshain-Kreuzberg","159","52.505264","13.4297669","Wrangelstr. 136","10997","11"
"02G16","Friedrichshain-Kreuzberg","160","52.49381","13.39154","Nostitzstr. 60","10961","11"
"02G18","Friedrichshain-Kreuzberg","161",,,"Mariannenplatz 28","10997","11"
"02G19","Friedrichshain-Kreuzberg","162","52.50303","13.38014","Schöneberger Str. 23","10963","11"
"02G20","Friedrichshain-Kreuzberg","163","52.49488","13.40516","Wilmsstr. 10","10961","11"
"02G21","Friedrichshain-Kreuzberg","164","52.49059","13.3999","Gneisenaustr. 73-74","10961","11"
"02G22","Friedrichshain-Kreuzberg","165","52.4972942","13.4161895","Kohlfurter Str. 20","10999","11"
"02G23","Friedrichshain-Kreuzberg","166","52.49575","13.44495","Görlitzer Ufer 2","10997","11"
"02G24","Friedrichshain-Kreuzberg","167","52.4999227","13.4016232","Alexandrinenstr. 12","10969","11"
"02G26","Friedrichshain-Kreuzberg","168","52.4941982","13.416454","Böckhstr. 5","10967","11"
"02G27","Friedrichshain-Kreuzberg","169","52.498181","13.425491","Manteuffelstr. 79","10999","11"
"02G29","Friedrichshain-Kreuzberg","170","52.5007291","13.4291815","Waldemarstr. 118","10997","11"
"02G31","Friedrichshain-Kreuzberg","171","52.49085","13.38065","Hagelberger Str. 34","10965","11"
"02G32","Friedrichshain-Kreuzberg","172",,,"Hallesche Str. 24","10963","11"
"02G33","Friedrichshain-Kreuzberg","173","52.49312","13.40611","Urbanstr. 15","10961","11"
"02G34","Friedrichshain-Kreuzberg","174","52.51279","13.46783","Scharnweberstr. 19","10247","11"
"02G35","Friedrichshain-Kreuzberg","175","52.4954939","13.4304479","Reichenberger Str. 65","10999","11"
"02K01","Friedrichshain-Kreuzberg","176","52.5152277","13.4368773","Rüdersdorfer Str. 20-28","10243","11"
"02K02","Friedrichshain-Kreuzberg","177","52.4908965","13.4047078","Blücherstr. 46","10961","11"
"02K03","Friedrichshain-Kreuzberg","178","52.49832","13.3841","Tempelhofer Ufer 15","10963","11"
"02K04","Friedrichshain-Kreuzberg","179","52.49178","13.38971","Gneisenaustr. 7","10961","11"
"02K05","Friedrichshain-Kreuzberg","180","52.5256663","13.4259873","Weinstr. 3","10249","11"
"02K06","Friedrichshain-Kreuzberg","181","52.50277","13.45729","Modersohnstr. 53","10245","11"
"02K07","Friedrichshain-Kreuzberg","182","52.5189963","13.4504005","Eckertstr. 16","10249","11"
"02K08","Friedrichshain-Kreuzberg","183","52.49962","13.43555","Skalitzer Str. 55","10997","11"
"02K09","Friedrichshain-Kreuzberg","184","52.4942045","13.4187092","Graefestr. 85-88","10967","11"
"02K10","Friedrichshain-Kreuzberg","185","52.4887982","13.40149","Bergmannstr. 64","10961","11"
"02P02","Friedrichshain-Kreuzberg","186","52.5049982","13.4482775","Warschauer Str. 34-36","10243","11"
"02P03","Friedrichshain-Kreuzberg","187","52.4908051","13.4213181","Boppstr. 4","10967","11"
"02P04","Friedrichshain-Kreuzberg","188","52.5036075","13.402409","Ritterstr. 78","10969","11"
"02P08","Friedrichshain-Kreuzberg","188","52.5036075","13.402409","Ritterstr. 78","10969","11"
"02P05","Friedrichshain-Kreuzberg","189","52.49913","13.38633","Hallesches Ufer 32-38","10963","11"
"02P07","Friedrichshain-Kreuzberg","190","52.50294","13.38938","Friedrichstr. 231","10969","11"
"02P09","Friedrichshain-Kreuzberg","191",,,"Wrangelstr. 128 ","10997","11"
"02P10","Friedrichshain-Kreuzberg","192",,,"Warschauer Str. 39-40","10243","11"
"02P11","Friedrichshain-Kreuzberg","193","52.5251493","13.4250913","Weinstr. 1-3","10249","11"
"02P12","Friedrichshain-Kreuzberg","194","52.52102","13.43206","Strausberger Str. 38","10243","11"
"02P13","Friedrichshain-Kreuzberg","195","52.5138033","13.444594","Marchlewskistr. 40","10243","11"
"02P14","Friedrichshain-Kreuzberg","196","52.50489","13.39391","Besselstr. 13-14","10969","11"
"02P18","Friedrichshain-Kreuzberg","197","52.5104096","13.4542658","Kopernikusstr. 23","10245","11"
"02P20","Friedrichshain-Kreuzberg","198","52.5151916","13.4678217","Voigtstr. 3","10247","11"
"02P22","Friedrichshain-Kreuzberg","199","52.50986","13.44814","Marchlewskistr. 91","10243","11"
"02P23","Friedrichshain-Kreuzberg","200","52.5085511","13.4502106","Revaler Str. 100 ","10245","11"
"02P25","Friedrichshain-Kreuzberg","201","52.52109","13.44924","Petersburger Platz 5","10249","11"
"02P26","Friedrichshain-Kreuzberg","202","52.50799","13.39931","Axel-Springer-Str. 42","10969","11"
"02P27","Friedrichshain-Kreuzberg","203","52.5145803","13.4684161","Frankfurter Allee 077 ","10247","11"
"02P28","Friedrichshain-Kreuzberg","204","52.5144003","13.4689028","Frankfurter Allee 77","10247","11"
"02S01","Friedrichshain-Kreuzberg","205","52.51449","13.4491","Lasdehner Str. 19","10243","11"
"02S02","Friedrichshain-Kreuzberg","206","52.4971018","13.416721","Kohlfurter Str. 22","10999","11"
"02S03","Friedrichshain-Kreuzberg","207","52.51984","13.4346","Palisadenstr. 76-77","10243","11"
"02S04","Friedrichshain-Kreuzberg","208","52.51566","13.43034","Singerstr. 87","10243","11"
"02Y01","Friedrichshain-Kreuzberg","209","52.5140392","13.4346062","Koppenstr. 76","10243","11"
"02Y03","Friedrichshain-Kreuzberg","210","52.51695","13.46306","Rigaer Str. 81-82","10247","11"
"02Y04","Friedrichshain-Kreuzberg","211","52.5153592","13.4557847","Frankfurter Allee 6A","10247","11"
"02Y05","Friedrichshain-Kreuzberg","212","52.5100005","13.4453988","Helsingforser Str. 11-13","10243","11"
"02Y06","Friedrichshain-Kreuzberg","213","52.4899865","13.3967865","Schleiermacherstr. 23","10961","11"
"02Y07","Friedrichshain-Kreuzberg","214","52.49323","13.41596","Dieffenbachstr. 60","10967","11"
"02Y08","Friedrichshain-Kreuzberg","215","52.493579","13.419151","Böckhstr. 16","10967","11"
"03A04","Pankow","216","52.55206","13.40553","Driesener Str.22","10439","12"
"03A05","Pankow","217","52.540662","13.44844","Hanns-Eisler-Str. 78-80","10409","12"
"03K04","Pankow","217","52.540662","13.44844","Hanns-Eisler-Str. 78-80","10409","12"
"03B02","Pankow","218","52.59409","13.40031","Erbeskopfweg 6-10","13158","12"
"03B03","Pankow","219","52.5594883","13.4484335","Gustav-Adolf-Str. 66","13086","12"
"03B09","Pankow","219","52.5594883","13.4484335","Gustav-Adolf-Str. 66","13086","12"
"03B04","Pankow","220","52.55298","13.47542","Buschallee 23A","13088","12"
"03B06","Pankow","221","52.57938","13.39577","Hermann-Hesse-Str. 34-37","13156","12"
"03B07","Pankow","222","52.54575","13.44136","Mandelstr. 6-8","10409","12"
"03B08","Pankow","223","52.54643","13.435","Erich-Weinert-Str. 103","10409","12"
"03E03","Pankow","224","52.5375929","13.4518584","Storkower Str. 99","10407","12"
"03E04","Pankow","225","52.55036","13.41687","Wichertstr. 67","10439","12"
"03E07","Pankow","226","52.54879","13.41465","Schönhauser Allee 73","10437","12"
"03E08","Pankow","227","52.5439305","13.4401417","Erich-Weinert-Str. 145","10409","12"
"03E10","Pankow","228","52.6443842","13.5007464","Röbellweg 97","13125","12"
"03E11","Pankow","229","52.57192","13.40392","Pestalozzistr. 5-8","13187","12"
"03E12","Pankow","230","52.5805425","13.4111217","Rolandstr. 18-19","13156","12"
"03E14","Pankow","231","52.5603101","13.4715562","Neumagener Str. 25","13088","12"
"03E15","Pankow","232","52.536956","13.408361","Kastanienallee 82","10435","12"
"03E16","Pankow","233","52.59342","13.45166","Alt-Blankenburg 5","13129","12"
"03E17","Pankow","234","52.5328594","13.4227815","Immanuelkirchstr. 4","10405","12"
"03E18","Pankow","235","52.53986","13.40719","Oderberger Str. 22","10435","12"
"03E19","Pankow","236","52.5326648","13.4233031","Immanuelkirchstr. 6","10405","12"
"03E20","Pankow","237","52.5283018","13.4124495","Torstr. 33","10119","12"
"03G01","Pankow","238","52.55381","13.43681","Gustav-Adolf-Str. 21","13086","12"
"03G02","Pankow","239","52.53064","13.42364","Heinrich-Roller-Str. 18","10405","12"
"03G03","Pankow","240","52.53768","13.41489","Knaackstr. 67","10435","12"
"03G04","Pankow","241","52.5361475","13.4255896","Christburger Str. 7","10405","12"
"03G05","Pankow","242","52.53371","13.43237","Pasteurstr. 10-12","10407","12"
"03G06","Pankow","243","52.5351035","13.4397928","John-Schehr-Str. 38","10407","12"
"03G08","Pankow","244","52.54145","13.43118","Ella-Kay-Str. 47","10405","12"
"03G09","Pankow","245","52.54663","13.41479","Greifenhagener Str. 58-59","10437","12"
"03G10","Pankow","246","52.61492","13.49606","Bedeweg 1","13125","12"
"03G11","Pankow","247","52.54749","13.40538","Gleimstr. 49","10437","12"
"03G12","Pankow","248","52.54129","13.44553","Pieskower Weg 39","10409","12"
"03G13","Pankow","249","52.59125","13.37612","Kastanienallee 59","13158","12"
"03G14","Pankow","250","52.55572","13.40768","Ibsenstr. 17","10439","12"
"03G15","Pankow","251","52.53452","13.41187","Schönhauser Allee 165","10435","12"
"03S01","Pankow","251","52.53452","13.41187","Schönhauser Allee 165","10435","12"
"03G16","Pankow","252","52.53921","13.41918","Danziger Str. 50","10435","12"
"03G45","Pankow","252","52.53921","13.41918","Danziger Str. 50","10435","12"
"03G17","Pankow","253","52.5551735","13.4575347","Amalienstr. 6","13086","12"
"03G18","Pankow","254","52.5475433","13.461798","Gounodstr. 71","13088","12"
"03G20","Pankow","255","52.5590284","13.4754544","Brodenbacher Weg 31","13088","12"
"03G21","Pankow","256","52.5922623","13.4544218","Alt-Blankenburg 26","13129","12"
"03G22","Pankow","257","52.56546","13.43664","Berliner Str. 66","13089","12"
"12E06","Pankow","257","52.56546","13.43664","Berliner Str. 66","13089","12"
"12P13","Pankow","257","52.56546","13.43664","Berliner Str. 66","13089","12"
"03G23","Pankow","258","52.6096823","13.4797428","Bahnhofstr. 32","13125","12"
"03G24","Pankow","259","52.6198598","13.4867292","Achillesstr. 31","13125","12"
"03G25","Pankow","260","52.55101","13.42173","Scherenbergstr. 7","10439","12"
"03G26","Pankow","261","52.5686808","13.4000248","Wollankstr. 131","13187","12"
"03G27","Pankow","262","52.56831","13.41044","Grunowstr. 17","13187","12"
"03G28","Pankow","263","52.5908898","13.4105767","Charlottenstr. 19","13156","12"
"03G29","Pankow","264","52.6373595","13.4914197","Wiltbergstr. 37-39","13125","12"
