bsn,Jahrgangsstufe,Klassenart,K,S,SM,SW,N,NM,NW,H,HM,HW
01K09,Jahrgangsstufe 10,Regelklasse,1,25,11,14,9,3,6,25,11,14
01P01,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,6,144,71,73,1,0,1,2,1,1
01P01,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,6,145,69,76,2,2,0,4,3,1
01P03,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,60,33,27,3,2,1,8,3,5
01P03,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,54,29,25,17,9,8,22,16,6
01P03,Jahrgangsstufe 05,Regelklasse,1,19,11,8,3,0,3,4,0,4
01P03,Jahrgangsstufe 06,Regelklasse,1,20,12,8,4,3,1,2,2,0
01P03,Jahrgangsstufe 07,Regelklasse,3,63,30,33,11,5,6,31,10,21
01P03,Jahrgangsstufe 08,Regelklasse,3,66,35,31,18,9,9,36,16,20
01P03,Jahrgangsstufe 09,Regelklasse,3,66,35,31,13,6,7,24,12,12
01P03,Jahrgangsstufe 10,Regelklasse,3,59,38,21,15,11,4,21,15,6
01P03,Jahrgangsstufe 10,Regelklasse,1,13,11,2,0,0,0,11,9,2
01P04,Jahrgangsstufe 03,Regelklasse,1,31,16,15,1,0,1,0,0,0
01P04,Jahrgangsstufe 04,Regelklasse,1,32,13,19,0,0,0,0,0,0
01P04,Jahrgangsstufe 05,Regelklasse,1,30,17,13,2,2,0,0,0,0
01P04,Jahrgangsstufe 06,Regelklasse,1,32,13,19,0,0,0,0,0,0
01P04,Jahrgangsstufe 07,Regelklasse,1,31,17,14,1,0,1,0,0,0
01P04,Jahrgangsstufe 08,Regelklasse,1,32,15,17,6,5,1,0,0,0
01P04,Jahrgangsstufe 09,Regelklasse,1,32,15,17,0,0,0,0,0,0
01P04,Jahrgangsstufe 10,Regelklasse,1,30,13,17,0,0,0,0,0,0
01P04,Jahrgangsstufe 11,Regelklasse,1,31,14,17,0,0,0,0,0,0
01P04,Jahrgangsstufe 12,Regelklasse,1,26,13,13,2,0,2,0,0,0
01P04,Jahrgangsstufe 13,Regelklasse,1,25,7,18,1,0,1,0,0,0
01P04,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,3,77,35,42,1,1,0,0,0,0
01P05,Jahrgangsstufe 03,Regelklasse,3,79,45,34,19,11,8,50,31,19
01P05,Jahrgangsstufe 04,Regelklasse,2,56,33,23,6,3,3,37,23,14
01P05,Jahrgangsstufe 05,Regelklasse,2,46,23,23,12,4,8,33,16,17
01P05,Jahrgangsstufe 06,Regelklasse,2,54,30,24,4,4,0,38,22,16
01P05,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,5,138,52,86,24,12,12,94,38,56
01P06,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,91,50,41,11,4,7,1,0,1
01P06,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,107,50,57,8,4,4,4,1,3
01P06,Jahrgangsstufe 05,Regelklasse,4,118,56,62,23,10,13,32,14,18
01P06,Jahrgangsstufe 06,Regelklasse,4,119,55,64,19,4,15,8,2,6
01P06,Jahrgangsstufe 07,Regelklasse,3,89,45,44,11,6,5,3,1,2
01P06,Jahrgangsstufe 08,Regelklasse,3,91,48,43,10,7,3,15,8,7
01P06,Jahrgangsstufe 09,Regelklasse,3,85,39,46,5,2,3,9,4,5
01P06,Jahrgangsstufe 10,Regelklasse,3,91,42,49,5,0,5,6,1,5
01P13,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,1,33,16,17,0,0,0,0,0,0
01P13,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,1,30,13,17,0,0,0,0,0,0
01P16,Jahrgangsstufe 03,Regelklasse,4,82,37,45,34,17,17,18,10,8
01P16,Jahrgangsstufe 04,Regelklasse,3,67,32,35,24,11,13,19,9,10
01P16,Jahrgangsstufe 05,Regelklasse,2,37,20,17,15,6,9,10,5,5
01P16,Jahrgangsstufe 06,Regelklasse,2,43,20,23,17,8,9,12,6,6
01P16,Jahrgangsstufe 07,Regelklasse,2,40,23,17,15,9,6,9,5,4
01P16,Jahrgangsstufe 08,Regelklasse,2,37,25,12,18,11,7,14,9,5
01P16,Jahrgangsstufe 09,Regelklasse,1,41,19,22,14,8,6,13,8,5
01P16,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,8,171,91,80,72,35,37,54,29,25
01P18,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,24,11,13,3,1,2,3,0,3
01P18,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,12,10,2,0,0,0,0,0,0
01P18,Jahrgangsstufe 03,Regelklasse,3,54,23,31,0,0,0,5,3,2
01P18,Jahrgangsstufe 04,Regelklasse,3,49,26,23,3,0,3,7,2,5
01P18,Jahrgangsstufe 05,Regelklasse,2,35,18,17,1,1,0,3,3,0
01P18,Jahrgangsstufe 06,Regelklasse,2,42,20,22,2,2,0,4,3,1
01P18,Jahrgangsstufe 07,Regelklasse,2,30,15,15,6,2,4,11,5,6
01P18,Jahrgangsstufe 08,Regelklasse,2,31,23,8,7,4,3,6,3,3
01P18,Jahrgangsstufe 09,Regelklasse,1,19,14,5,2,1,1,4,1,3
01P18,Jahrgangsstufe 10,Regelklasse,2,40,23,17,4,1,3,4,1,3
01P18,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,5,103,59,44,10,8,2,23,10,13
01P22,Jahrgangsstufe 03,Regelklasse,2,38,21,17,6,4,2,8,5,3
01P22,Jahrgangsstufe 04,Regelklasse,2,36,21,15,12,6,6,16,8,8
01P22,Jahrgangsstufe 05,Regelklasse,2,39,17,22,5,3,2,14,9,5
01P22,Jahrgangsstufe 06,Regelklasse,1,16,6,10,3,1,2,7,4,3
01P22,Jahrgangsstufe 07,Regelklasse,1,10,6,4,1,1,0,5,3,2
01P22,Jahrgangsstufe 08,Regelklasse,1,17,6,11,7,4,3,8,5,3
01P22,Jahrgangsstufe 09,Regelklasse,1,16,12,4,6,5,1,7,5,2
01P22,Jahrgangsstufe 10,Regelklasse,1,10,7,3,7,4,3,7,4,3
01P22,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,81,28,53,24,14,10,32,16,16
01P23,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,48,25,23,0,0,0,0,0,0
01P23,E-Phase,Regelklasse,1,65,29,36,0,0,0,0,0,0
01P23,Jahrgangsstufe 09,Regelklasse,9,234,112,122,0,0,0,0,0,0
01P23,Jahrgangsstufe 10,Regelklasse,3,84,43,41,0,0,0,0,0,0
01P25,Jahrgangsstufe 03,Regelklasse,1,16,11,5,4,3,1,14,10,4
01P25,Jahrgangsstufe 04,Regelklasse,1,14,5,9,4,2,2,12,4,8
01P25,Jahrgangsstufe 05,Regelklasse,1,11,7,4,4,2,2,8,5,3
01P25,Jahrgangsstufe 06,Regelklasse,1,7,2,5,7,2,5,7,2,5
01P25,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,57,30,27,23,14,9,54,28,26
01S01,Jahrgangsstufe 04,Jahrgangsübergreifende Lerngruppe,1,10,9,1,1,1,0,5,4,1
01S01,Jahrgangsstufe 05,Jahrgangsübergreifende Lerngruppe,1,11,5,6,3,2,1,7,3,4
01S01,Jahrgangsstufe 06,Regelklasse,1,11,8,3,3,3,0,3,3,0
01S01,Jahrgangsstufe 07,Regelklasse,2,20,15,5,4,2,2,18,13,5
01S01,Jahrgangsstufe 08,Regelklasse,3,39,24,15,11,8,3,22,14,8
01S01,Jahrgangsstufe 09,Regelklasse,2,28,17,11,6,4,2,16,12,4
01S01,Jahrgangsstufe 10,Regelklasse,1,14,9,5,6,3,3,9,5,4
01S03,Jahrgangsstufe 05,Jahrgangsübergreifende Lerngruppe,1,13,8,5,4,2,2,8,4,4
01S03,Jahrgangsstufe 06,Regelklasse,1,14,8,6,8,4,4,10,5,5
01S03,Jahrgangsstufe 07,Regelklasse,2,24,9,15,14,5,9,16,7,9
01S03,Jahrgangsstufe 08,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,12,5,7,12,5,7,12,5,7
01S03,Jahrgangsstufe 08,Regelklasse,3,28,20,8,24,16,8,28,20,8
01S03,Jahrgangsstufe 09,Regelklasse,2,24,18,6,22,18,4,22,18,4
01S03,Jahrgangsstufe 10,Regelklasse,3,38,20,18,22,12,10,26,14,12
01S05,Jahrgangsstufe 03,Regelklasse,2,20,14,6,2,1,1,8,6,2
01S05,Jahrgangsstufe 04,Regelklasse,2,19,15,4,0,0,0,5,4,1
01S05,Jahrgangsstufe 05,Regelklasse,2,28,18,10,2,1,1,13,8,5
01S05,Jahrgangsstufe 06,Regelklasse,2,18,10,8,2,2,0,8,5,3
01S05,Jahrgangsstufe 07,Regelklasse,2,24,16,8,2,1,1,9,5,4
01S05,Jahrgangsstufe 08,Regelklasse,2,25,14,11,2,2,0,10,6,4
01S05,Jahrgangsstufe 09,Regelklasse,2,40,20,20,2,1,1,13,7,6
01S05,Jahrgangsstufe 10,Regelklasse,2,40,15,25,0,0,0,10,5,5
01S05,Jahrgangsstufe 11,Regelklasse,1,16,6,10,0,0,0,2,1,1
01S05,Jahrgangsstufe 12,Regelklasse,1,3,1,2,0,0,0,1,1,0
01S05,Jahrgangsstufe 13,Regelklasse,1,3,2,1,0,0,0,0,0,0
01S05,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,2,1,1,0,0,0,1,1,0
01S05,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,1,48,30,18,3,2,1,15,10,5
01S06,Jahrgangsstufe 03,Regelklasse,1,10,6,4,5,2,3,7,3,4
01S06,Jahrgangsstufe 04,Regelklasse,2,28,21,7,9,8,1,21,18,3
01S06,Jahrgangsstufe 05,Regelklasse,2,21,16,5,15,11,4,15,11,4
01S06,Jahrgangsstufe 06,Regelklasse,1,9,8,1,3,2,1,2,2,0
01S06,Jahrgangsstufe 09,Regelklasse,1,10,7,3,1,1,0,6,4,2
01S06,Jahrgangsstufe 10,Regelklasse,1,10,6,4,0,0,0,6,4,2
01S06,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,3,34,27,7,13,12,1,30,25,5
01S06,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,3,34,25,9,8,1,7,31,23,8
01S07,Eingangsstufe,Regelklasse,2,10,8,2,0,0,0,9,7,2
01S07,Mittelstufe,Regelklasse,3,15,12,3,1,1,0,13,11,2
01S07,Unterstufe,Regelklasse,6,35,21,14,1,1,0,29,19,10
01Y02,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,146,53,93,12,6,6,12,6,6
01Y02,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,130,59,71,9,6,3,16,8,8
01Y02,Jahrgangsstufe 07,Regelklasse,4,130,61,69,7,5,2,28,13,15
01Y02,Jahrgangsstufe 08,Regelklasse,4,126,62,64,10,4,6,7,3,4
01Y02,Jahrgangsstufe 09,Regelklasse,4,127,52,75,6,4,2,6,4,2
01Y02,Jahrgangsstufe 10,Regelklasse,4,131,56,75,10,2,8,23,7,16
01Y04,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,16,8,8,3,2,1,2,2,0
01Y04,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,17,8,9,0,0,0,1,1,0
01Y04,E-Phase,Regelklasse,1,19,9,10,2,1,1,3,1,2
01Y04,Jahrgangsstufe 05,Regelklasse,1,9,2,7,0,0,0,0,0,0
01Y04,Jahrgangsstufe 06,Regelklasse,1,10,6,4,1,1,0,2,2,0
01Y04,Jahrgangsstufe 07,Regelklasse,1,17,9,8,3,1,2,3,1,2
01Y04,Jahrgangsstufe 08,Regelklasse,1,17,10,7,0,0,0,0,0,0
01Y04,Jahrgangsstufe 09,Regelklasse,1,17,5,12,5,0,5,8,1,7
01Y04,Jahrgangsstufe 10,Regelklasse,1,19,7,12,3,1,2,3,1,2
01Y07,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,96,40,56,48,21,27,24,10,14
01Y07,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,69,21,48,24,6,18,13,3,10
01Y07,Jahrgangsstufe 05,Regelklasse,3,60,25,35,9,5,4,5,4,1
01Y07,Jahrgangsstufe 06,Regelklasse,3,63,29,34,11,1,10,0,0,0
01Y07,Jahrgangsstufe 07,Regelklasse,5,136,75,61,49,32,17,83,53,30
01Y07,Jahrgangsstufe 08,Regelklasse,5,140,67,73,56,29,27,92,49,43
01Y07,Jahrgangsstufe 09,Regelklasse,5,143,75,68,62,34,28,96,50,46
01Y07,Jahrgangsstufe 10,Regelklasse,5,127,60,67,40,22,18,85,46,39
01Y08,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,111,64,47,32,20,12,91,51,40
01Y08,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,115,63,52,42,19,23,85,46,39
01Y08,Jahrgangsstufe 05,"Klasse ""achtjähriges Gymnasium""",1,20,10,10,5,3,2,14,7,7
01Y08,Jahrgangsstufe 06,"Klasse ""achtjähriges Gymnasium""",1,25,13,12,2,2,0,12,6,6
01Y08,Jahrgangsstufe 07,"Klasse ""achtjähriges Gymnasium""",2,50,34,16,5,4,1,37,25,12
01Y08,Jahrgangsstufe 07,Regelklasse,3,93,38,55,9,2,7,61,26,35
01Y08,Jahrgangsstufe 08,Regelklasse,3,93,40,53,35,16,19,77,32,45
01Y08,Jahrgangsstufe 09,"Klasse ""achtjähriges Gymnasium""",2,56,29,27,16,9,7,36,24,12
01Y08,Jahrgangsstufe 09,Regelklasse,2,66,32,34,21,9,12,49,22,27
01Y08,Jahrgangsstufe 10,"Klasse ""achtjähriges Gymnasium""",2,49,22,27,9,5,4,31,14,17
01Y08,Jahrgangsstufe 10,Regelklasse,2,56,29,27,11,5,6,47,27,20
01Y09,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,89,42,47,39,19,20,77,38,39
01Y09,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,76,39,37,36,15,21,70,35,35
01Y09,Jahrgangsstufe 07,Regelklasse,5,121,58,63,24,9,15,109,54,55
01Y09,Jahrgangsstufe 08,Regelklasse,5,136,54,82,62,23,39,125,50,75
01Y09,Jahrgangsstufe 09,Regelklasse,4,113,55,58,49,25,24,94,45,49
01Y09,Jahrgangsstufe 10,Regelklasse,4,97,45,52,50,21,29,88,41,47
01Y10,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,91,41,50,23,10,13,45,19,26
01Y10,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,114,44,70,25,8,17,78,27,51
01Y10,E-Phase,Gymnasiale Oberstufe gem. § 5 VO-GO,4,112,59,53,41,20,21,85,41,44
01Y11,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,86,31,55,29,11,18,52,18,34
01Y11,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,95,48,47,28,10,18,52,23,29
01Y11,Jahrgangsstufe 07,Regelklasse,5,126,79,47,28,15,13,94,58,36
01Y11,Jahrgangsstufe 08,Regelklasse,6,150,74,76,47,21,26,99,48,51
01Y11,Jahrgangsstufe 09,Regelklasse,4,113,60,53,32,17,15,86,48,38
01Y11,Jahrgangsstufe 10,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,18,10,8,15,8,7,18,10,8
01Y11,Jahrgangsstufe 10,Regelklasse,5,128,53,75,42,13,29,83,30,53
01Y12,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,142,66,76,38,11,27,88,40,48
01Y12,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,182,89,93,52,28,24,104,54,50
01Y12,Jahrgangsstufe 07,Regelklasse,5,149,63,86,26,11,15,90,40,50
01Y12,Jahrgangsstufe 08,Regelklasse,9,245,115,130,81,38,43,170,77,93
01Y12,Jahrgangsstufe 09,Regelklasse,7,205,86,119,64,25,39,129,55,74
01Y12,Jahrgangsstufe 10,Regelklasse,6,156,65,91,51,22,29,106,44,62
02G01,Jahrgangsstufe 03,Regelklasse,3,66,31,35,11,6,5,31,15,16
02G01,Jahrgangsstufe 04,Regelklasse,3,64,33,31,11,7,4,28,15,13
02G01,Jahrgangsstufe 05,Regelklasse,2,48,24,24,6,4,2,17,11,6
02G01,Jahrgangsstufe 06,Regelklasse,2,53,30,23,6,4,2,24,18,6
02G01,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,8,186,92,94,48,22,26,81,36,45
02G02,Jahrgangsstufe 03,Klasse der Staatlichen Europaschule,2,53,17,36,15,3,12,42,11,31
02G02,Jahrgangsstufe 03,Regelklasse,2,47,20,27,6,2,4,17,5,12
02G02,Jahrgangsstufe 04,Klasse der Staatlichen Europaschule,2,48,22,26,13,8,5,33,14,19
02G02,Jahrgangsstufe 04,Regelklasse,2,39,23,16,8,6,2,19,12,7
02G02,Jahrgangsstufe 05,Klasse der Staatlichen Europaschule,2,41,19,22,13,7,6,30,15,15
02G02,Jahrgangsstufe 05,Regelklasse,2,37,15,22,4,1,3,15,7,8
02G02,Jahrgangsstufe 06,Klasse der Staatlichen Europaschule,1,23,17,6,5,2,3,18,13,5
02G02,Jahrgangsstufe 06,Regelklasse,2,39,21,18,1,0,1,11,5,6
02G02,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,104,63,41,15,12,3,35,24,11
02G02,Schulanfangsphase,Klasse der Staatlichen Europaschule,4,103,46,57,27,12,15,74,36,38
02G03,Jahrgangsstufe 03,Regelklasse,4,102,55,47,3,2,1,17,11,6
02G03,Jahrgangsstufe 04,Regelklasse,3,63,31,32,3,1,2,6,2,4
02G03,Jahrgangsstufe 05,Regelklasse,3,72,27,45,8,5,3,7,3,4
02G03,Jahrgangsstufe 06,Regelklasse,3,53,31,22,6,4,2,9,8,1
02G03,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,41,25,16,2,1,1,8,3,5
02G03,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,7,167,79,88,9,5,4,25,8,17
02G04,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,9,231,126,105,11,7,4,27,18,9
02G04,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,9,221,111,110,0,0,0,6,3,3
02G05,Jahrgangsstufe 03,Regelklasse,2,50,21,29,10,3,7,31,14,17
02G05,Jahrgangsstufe 04,Regelklasse,2,39,18,21,6,4,2,28,13,15
02G05,Jahrgangsstufe 05,Regelklasse,2,40,15,25,8,2,6,25,9,16
02G05,Jahrgangsstufe 06,Regelklasse,2,36,19,17,10,3,7,26,12,14
02G05,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,36,22,14,7,4,3,22,15,7
02G05,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,83,43,40,16,8,8,53,27,26
02G07,Jahrgangsstufe 03,Regelklasse,2,54,26,28,6,1,5,10,3,7
02G07,Jahrgangsstufe 04,Regelklasse,2,48,32,16,2,2,0,7,5,2
02G07,Jahrgangsstufe 05,Regelklasse,2,46,34,12,0,0,0,8,7,1
02G07,Jahrgangsstufe 06,Regelklasse,2,40,23,17,6,3,3,15,9,6
02G07,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,152,70,82,5,3,2,39,17,22
02G08,Jahrgangsstufe 03,Regelklasse,2,46,26,20,8,6,2,20,13,7
02G08,Jahrgangsstufe 04,Regelklasse,3,71,35,36,8,5,3,31,17,14
02G08,Jahrgangsstufe 05,Regelklasse,3,65,26,39,6,0,6,31,10,21
02G08,Jahrgangsstufe 06,Regelklasse,3,66,37,29,12,6,6,38,20,18
02G08,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,92,44,48,6,4,2,33,16,17
02G09,Jahrgangsstufe 03,Regelklasse,3,71,39,32,3,3,0,5,3,2
02G09,Jahrgangsstufe 04,Regelklasse,3,70,41,29,5,2,3,5,1,4
02G09,Jahrgangsstufe 05,Regelklasse,2,51,23,28,1,0,1,3,2,1
02G09,Jahrgangsstufe 06,Regelklasse,3,63,31,32,3,1,2,10,6,4
02G09,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,151,81,70,1,1,0,18,13,5
02G10,Jahrgangsstufe 03,Regelklasse,3,67,41,26,3,3,0,11,10,1
02G10,Jahrgangsstufe 04,Regelklasse,3,71,34,37,1,0,1,12,6,6
02G10,Jahrgangsstufe 05,Regelklasse,3,56,32,24,4,3,1,7,6,1
02G10,Jahrgangsstufe 06,Regelklasse,3,54,29,25,8,5,3,15,8,7
02G10,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,146,65,81,9,5,4,21,13,8
02G11,Jahrgangsstufe 03,Regelklasse,2,43,23,20,3,3,0,3,3,0
02G11,Jahrgangsstufe 04,Regelklasse,2,50,26,24,3,1,2,3,1,2
02G11,Jahrgangsstufe 05,Regelklasse,2,43,25,18,2,1,1,3,1,2
02G11,Jahrgangsstufe 06,Regelklasse,2,47,30,17,2,0,2,5,2,3
02G11,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,19,9,10,0,0,0,1,1,0
02G11,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,98,53,45,2,2,0,5,5,0
02G12,Jahrgangsstufe 03,Regelklasse,2,36,19,17,7,4,3,35,19,16
02G12,Jahrgangsstufe 04,Regelklasse,2,30,12,18,7,2,5,26,11,15
02G12,Jahrgangsstufe 05,Regelklasse,3,59,35,24,16,9,7,58,34,24
02G12,Jahrgangsstufe 06,Regelklasse,2,43,16,27,5,4,1,40,14,26
02G12,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,19,11,8,5,3,2,11,11,0
02G12,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,77,32,45,6,3,3,43,18,25
02G13,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,9,224,94,130,3,3,0,107,39,68
02G13,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,9,217,117,100,2,2,0,81,43,38
02G14,Jahrgangsstufe 03,Regelklasse,3,65,32,33,7,4,3,63,30,33
02G14,Jahrgangsstufe 04,Regelklasse,2,49,32,17,8,5,3,45,28,17
02G14,Jahrgangsstufe 05,Regelklasse,3,56,25,31,11,5,6,46,22,24
02G14,Jahrgangsstufe 06,Regelklasse,3,62,36,26,9,4,5,55,33,22
02G14,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,23,11,12,0,0,0,23,11,12
02G14,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,5,111,59,52,11,7,4,106,56,50
02G15,Jahrgangsstufe 03,Regelklasse,2,36,20,16,9,4,5,30,17,13
02G15,Jahrgangsstufe 04,Regelklasse,2,35,19,16,5,3,2,33,19,14
02G15,Jahrgangsstufe 05,Regelklasse,2,34,13,21,8,2,6,33,12,21
02G15,Jahrgangsstufe 06,Regelklasse,2,44,28,16,10,9,1,42,27,15
02G15,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,84,35,49,36,14,22,78,33,45
02G16,Jahrgangsstufe 03,Regelklasse,4,81,38,43,14,6,8,53,26,27
02G16,Jahrgangsstufe 04,Regelklasse,2,43,25,18,8,5,3,33,20,13
02G16,Jahrgangsstufe 05,Regelklasse,2,44,21,23,8,3,5,35,17,18
02G16,Jahrgangsstufe 06,Regelklasse,2,38,23,15,12,5,7,31,19,12
02G16,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,43,19,24,3,1,2,23,9,14
02G16,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,89,37,52,9,6,3,52,27,25
02G18,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,8,197,110,87,13,8,5,94,53,41
02G18,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,8,182,104,78,20,13,7,86,50,36
02G19,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,6,147,76,71,20,10,10,125,63,62
02G19,Jahrgangsstufe 04,Regelklasse,2,41,20,21,5,3,2,39,18,21
02G19,Jahrgangsstufe 05,Regelklasse,2,40,24,16,8,7,1,37,22,15
02G19,Jahrgangsstufe 06,Regelklasse,2,45,24,21,9,6,3,41,23,18
02G20,Jahrgangsstufe 03,Regelklasse,4,91,44,47,15,8,7,61,28,33
02G20,Jahrgangsstufe 04,Regelklasse,4,79,39,40,14,9,5,43,24,19
02G20,Jahrgangsstufe 05,Regelklasse,3,56,28,28,13,6,7,45,20,25
02G20,Jahrgangsstufe 06,Regelklasse,3,58,26,32,22,10,12,42,22,20
02G20,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,8,185,89,96,21,12,9,115,55,60
02G21,Jahrgangsstufe 03,Regelklasse,4,110,64,46,41,29,12,41,29,12
02G21,Jahrgangsstufe 04,Regelklasse,5,133,70,63,53,29,24,66,37,29
02G21,Jahrgangsstufe 05,Regelklasse,4,111,52,59,47,19,28,58,25,33
02G21,Jahrgangsstufe 06,Regelklasse,4,112,55,57,46,26,20,58,30,28
02G21,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,8,227,114,113,99,52,47,104,57,47
02G22,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,6,135,59,76,26,12,14,135,59,76
02G22,Jahrgangsstufe 04,Regelklasse,2,46,19,27,9,6,3,46,19,27
02G22,Jahrgangsstufe 05,Regelklasse,3,53,19,34,12,4,8,52,19,33
02G22,Jahrgangsstufe 06,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,9,5,4,5,3,2,9,5,4
