bsn,Jahrgangsstufe,Klassenart,K,S,SM,SW,N,NM,NW,H,HM,HW
03P03,Jahrgangsstufe 04,Regelklasse,3,62,35,27,1,0,1,4,1,3
03P03,Jahrgangsstufe 05,Regelklasse,2,43,18,25,1,1,0,1,1,0
03P03,Jahrgangsstufe 06,Regelklasse,3,54,24,30,0,0,0,0,0,0
03P03,Jahrgangsstufe 07,Regelklasse,1,24,12,12,0,0,0,0,0,0
03P03,Jahrgangsstufe 08,Regelklasse,1,24,13,11,0,0,0,1,1,0
03P03,Jahrgangsstufe 09,Regelklasse,1,24,12,12,1,1,0,1,1,0
03P03,Jahrgangsstufe 10,Regelklasse,1,26,13,13,1,0,1,0,0,0
03P03,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,96,48,48,5,4,1,8,4,4
03P10,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,63,26,37,0,0,0,0,0,0
03P10,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,69,31,38,0,0,0,0,0,0
03P10,Jahrgangsstufe 05,Altsprachlicher Bildungsgang,2,60,25,35,0,0,0,0,0,0
03P10,Jahrgangsstufe 06,Altsprachlicher Bildungsgang,2,57,13,44,0,0,0,1,1,0
03P10,Jahrgangsstufe 07,Altsprachlicher Bildungsgang,2,60,28,32,0,0,0,0,0,0
03P10,Jahrgangsstufe 07,Regelklasse,1,32,14,18,1,1,0,0,0,0
03P10,Jahrgangsstufe 08,Altsprachlicher Bildungsgang,2,62,29,33,0,0,0,0,0,0
03P10,Jahrgangsstufe 08,Regelklasse,2,60,27,33,0,0,0,0,0,0
03P10,Jahrgangsstufe 09,Altsprachlicher Bildungsgang,2,56,25,31,0,0,0,0,0,0
03P10,Jahrgangsstufe 09,Regelklasse,1,32,10,22,0,0,0,2,0,2
03P10,Jahrgangsstufe 10,Altsprachlicher Bildungsgang,2,59,22,37,2,1,1,0,0,0
03P10,Jahrgangsstufe 10,Regelklasse,1,32,16,16,0,0,0,0,0,0
03P11,Abschlussstufe,Regelklasse,3,18,10,8,0,0,0,0,0,0
03P11,Eingangsstufe,Regelklasse,2,11,8,3,0,0,0,0,0,0
03P11,Mittelstufe,Regelklasse,4,23,14,9,1,0,1,2,0,2
03P11,Oberstufe,Regelklasse,4,24,13,11,1,0,1,1,0,1
03P11,Unterstufe,Regelklasse,3,18,11,7,0,0,0,1,1,0
03P12,Jahrgangsstufe 03,Regelklasse,2,48,25,23,0,0,0,0,0,0
03P12,Jahrgangsstufe 04,Regelklasse,2,49,25,24,0,0,0,0,0,0
03P12,Jahrgangsstufe 05,Regelklasse,2,48,25,23,0,0,0,0,0,0
03P12,Jahrgangsstufe 06,Regelklasse,2,49,22,27,0,0,0,0,0,0
03P12,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,97,46,51,0,0,0,0,0,0
03P13,Jahrgangsstufe 03,Regelklasse,1,9,5,4,0,0,0,0,0,0
03P13,Jahrgangsstufe 06,Regelklasse,3,24,12,12,0,0,0,1,1,0
03P13,Jahrgangsstufe 07,Regelklasse,1,3,1,2,0,0,0,0,0,0
03P13,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,18,8,10,0,0,0,5,3,2
03P14,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,2,43,21,22,2,1,1,3,1,2
03P14,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,2,35,21,14,2,0,2,2,0,2
03P18,Jahrgangsstufe 03,Regelklasse,3,60,36,24,1,1,0,1,1,0
03P18,Jahrgangsstufe 04,Regelklasse,3,50,29,21,0,0,0,0,0,0
03P18,Jahrgangsstufe 05,Regelklasse,2,31,19,12,0,0,0,0,0,0
03P18,Jahrgangsstufe 06,Regelklasse,1,20,6,14,0,0,0,0,0,0
03P18,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,98,53,45,3,1,2,4,2,2
03P20,Jahrgangsstufe 03,Regelklasse,3,61,24,37,0,0,0,1,1,0
03P20,Jahrgangsstufe 04,Regelklasse,2,46,24,22,0,0,0,0,0,0
03P20,Jahrgangsstufe 05,Regelklasse,2,34,16,18,0,0,0,3,1,2
03P20,Jahrgangsstufe 06,Regelklasse,1,24,15,9,0,0,0,2,0,2
03P20,Jahrgangsstufe 07,Regelklasse,1,12,8,4,0,0,0,0,0,0
03P20,Jahrgangsstufe 08,Regelklasse,1,14,6,8,0,0,0,0,0,0
03P20,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,129,74,55,0,0,0,9,3,6
03P21,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,2,46,21,25,0,0,0,0,0,0
03P21,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,2,46,17,29,0,0,0,0,0,0
03P22,Jahrgangsstufe 07,Regelklasse,1,17,12,5,1,1,0,0,0,0
03P22,Jahrgangsstufe 08,Regelklasse,1,24,14,10,1,1,0,0,0,0
03P22,Jahrgangsstufe 09,Regelklasse,1,18,11,7,1,1,0,0,0,0
03P22,Jahrgangsstufe 10,Regelklasse,1,16,7,9,1,1,0,0,0,0
03P23,Jahrgangsstufe 04,Jahrgangsübergreifende Lerngruppe,1,18,8,10,0,0,0,0,0,0
03P23,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,1,12,5,7,0,0,0,0,0,0
03P23,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,1,19,11,8,0,0,0,0,0,0
03P24,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,1,8,6,2,0,0,0,0,0,0
03P24,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,1,10,8,2,0,0,0,0,0,0
03P24,Jahrgangsstufe 08,Regelklasse,1,14,8,6,0,0,0,0,0,0
03P24,Jahrgangsstufe 09,Regelklasse,1,6,6,0,0,0,0,0,0,0
03P24,Jahrgangsstufe 10,Regelklasse,1,1,1,0,0,0,0,0,0,0
03P26,Jahrgangsstufe 03,Regelklasse,1,10,6,4,3,1,2,3,1,2
03P26,Jahrgangsstufe 04,Regelklasse,1,6,4,2,1,1,0,2,1,1
03P26,Jahrgangsstufe 05,Regelklasse,2,12,6,6,2,0,2,5,2,3
03P26,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,15,4,11,4,1,3,2,0,2
03P28,Jahrgangsstufe 03,Regelklasse,1,18,9,9,1,0,1,1,0,1
03P28,Jahrgangsstufe 07,Regelklasse,1,20,13,7,0,0,0,0,0,0
03P28,Jahrgangsstufe 08,Regelklasse,1,19,4,15,2,1,1,2,1,1
03P28,Jahrgangsstufe 09,Regelklasse,2,35,26,9,0,0,0,0,0,0
03P28,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,44,20,24,3,2,1,3,2,1
03P30,Jahrgangsstufe 03,Regelklasse,1,21,12,9,1,1,0,0,0,0
03P30,Jahrgangsstufe 04,Regelklasse,1,22,10,12,2,1,1,2,1,1
03P30,Jahrgangsstufe 05,Regelklasse,1,26,12,14,0,0,0,6,3,3
03P30,Jahrgangsstufe 06,Regelklasse,1,22,9,13,0,0,0,2,0,2
03P30,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,42,22,20,0,0,0,0,0,0
03P30,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,1,26,17,9,0,0,0,0,0,0
03S01,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,1,12,6,6,1,0,1,1,0,1
03S01,Jahrgangsstufe 07,Regelklasse,1,7,5,2,1,0,1,2,1,1
03S01,Jahrgangsstufe 08,Regelklasse,1,8,6,2,0,0,0,2,1,1
03S01,Jahrgangsstufe 09,Regelklasse,1,6,5,1,0,0,0,1,1,0
03S01,Jahrgangsstufe 10,Regelklasse,1,12,8,4,1,1,0,1,1,0
03S03,Abschlussstufe,Regelklasse,5,30,20,10,6,4,2,12,7,5
03S03,Eingangsstufe,Regelklasse,2,10,5,5,2,1,1,5,3,2
03S03,Mittelstufe,Regelklasse,7,41,24,17,5,2,3,13,8,5
03S03,Oberstufe,Regelklasse,5,31,20,11,9,6,3,13,8,5
03S03,Unterstufe,Regelklasse,6,33,23,10,5,4,1,15,8,7
03S06,Jahrgangsstufe 03,Regelklasse,1,11,5,6,0,0,0,1,1,0
03S06,Jahrgangsstufe 04,Regelklasse,1,10,7,3,0,0,0,0,0,0
03S06,Jahrgangsstufe 05,Regelklasse,1,9,5,4,0,0,0,0,0,0
03S06,Jahrgangsstufe 06,Regelklasse,1,11,6,5,0,0,0,1,1,0
03S06,Jahrgangsstufe 07,Regelklasse,1,13,5,8,0,0,0,1,0,1
03S06,Jahrgangsstufe 08,Regelklasse,1,11,7,4,1,1,0,1,1,0
03S06,Jahrgangsstufe 09,Regelklasse,1,13,8,5,0,0,0,0,0,0
03S06,Jahrgangsstufe 10,Regelklasse,1,10,4,6,0,0,0,0,0,0
03S07,Jahrgangsstufe 04,Regelklasse,1,12,6,6,0,0,0,0,0,0
03S07,Jahrgangsstufe 05,Regelklasse,1,13,7,6,0,0,0,0,0,0
03S07,Jahrgangsstufe 06,Regelklasse,3,31,20,11,0,0,0,0,0,0
03S07,Jahrgangsstufe 07,Regelklasse,3,30,22,8,0,0,0,0,0,0
03S07,Jahrgangsstufe 08,Regelklasse,3,32,16,16,1,1,0,1,1,0
03S07,Jahrgangsstufe 09,Regelklasse,1,10,7,3,1,1,0,1,1,0
03S07,Jahrgangsstufe 10,Regelklasse,4,37,24,13,0,0,0,0,0,0
03S08,Abschlussstufe,Regelklasse,3,29,11,18,8,3,5,8,3,5
03S08,Eingangsstufe,Regelklasse,3,15,12,3,0,0,0,0,0,0
03S08,Mittelstufe,Regelklasse,3,17,13,4,4,4,0,4,4,0
03S08,Oberstufe,Regelklasse,3,18,16,2,3,2,1,3,2,1
03S08,Unterstufe,Regelklasse,6,32,22,10,6,3,3,6,3,3
03S09,Jahrgangsstufe 04,Jahrgangsübergreifende Lerngruppe,4,46,33,13,0,0,0,7,5,2
03S09,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,12,8,4,0,0,0,3,3,0
03S09,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,7,80,54,26,3,1,2,20,13,7
03S10,Jahrgangsstufe 03,Regelklasse,3,23,18,5,0,0,0,1,1,0
03S10,Jahrgangsstufe 04,Regelklasse,2,16,12,4,0,0,0,1,1,0
03S10,Jahrgangsstufe 05,Regelklasse,2,13,8,5,0,0,0,0,0,0
03S10,Jahrgangsstufe 06,Regelklasse,2,17,10,7,0,0,0,0,0,0
03S10,Jahrgangsstufe 07,Regelklasse,2,13,11,2,0,0,0,0,0,0
03S10,Jahrgangsstufe 08,Regelklasse,2,12,9,3,0,0,0,0,0,0
03S10,Jahrgangsstufe 09,Regelklasse,2,14,10,4,0,0,0,0,0,0
03S10,Jahrgangsstufe 10,Regelklasse,1,7,6,1,0,0,0,0,0,0
03S10,Oberstufe,Regelklasse,1,6,6,0,0,0,0,0,0,0
03S10,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,24,16,8,0,0,0,1,0,1
03S11,Jahrgangsstufe 06,Regelklasse,1,10,9,1,0,0,0,0,0,0
03S11,Jahrgangsstufe 07,Regelklasse,1,8,8,0,1,1,0,1,1,0
03S11,Jahrgangsstufe 08,Regelklasse,1,13,8,5,1,0,1,1,0,1
03S11,Jahrgangsstufe 09,Regelklasse,2,13,4,9,0,0,0,0,0,0
03S11,Jahrgangsstufe 10,Regelklasse,1,12,10,2,1,1,0,1,1,0
03Y03,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,142,73,69,9,1,8,8,1,7
03Y03,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,105,55,50,6,2,4,8,3,5
03Y03,Jahrgangsstufe 05,Regelklasse,2,60,46,14,0,0,0,3,3,0
03Y03,Jahrgangsstufe 06,Regelklasse,2,55,37,18,3,2,1,2,2,0
03Y03,Jahrgangsstufe 07,Regelklasse,4,123,82,41,5,4,1,5,4,1
03Y03,Jahrgangsstufe 08,Regelklasse,3,93,65,28,6,4,2,9,5,4
03Y03,Jahrgangsstufe 09,"Klasse ""achtjähriges Gymnasium""",2,49,34,15,2,2,0,2,2,0
03Y03,Jahrgangsstufe 09,Regelklasse,2,63,41,22,1,0,1,2,1,1
03Y03,Jahrgangsstufe 10,"Klasse ""achtjähriges Gymnasium""",1,30,18,12,4,0,4,4,2,2
03Y03,Jahrgangsstufe 10,Regelklasse,2,60,42,18,7,5,2,6,5,1
03Y04,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,135,60,75,5,2,3,6,4,2
03Y04,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,94,39,55,5,1,4,5,1,4
03Y04,Jahrgangsstufe 05,Regelklasse,1,29,11,18,0,0,0,0,0,0
03Y04,Jahrgangsstufe 06,Regelklasse,1,28,11,17,1,0,1,0,0,0
03Y04,Jahrgangsstufe 07,Regelklasse,5,148,62,86,10,5,5,18,5,13
03Y04,Jahrgangsstufe 08,Regelklasse,5,143,63,80,3,1,2,5,3,2
03Y04,Jahrgangsstufe 09,Regelklasse,4,116,44,72,7,4,3,16,5,11
03Y04,Jahrgangsstufe 10,Regelklasse,6,162,63,99,7,4,3,7,5,2
03Y08,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,156,65,91,2,1,1,4,2,2
03Y08,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,150,63,87,5,3,2,5,2,3
03Y08,Jahrgangsstufe 07,Regelklasse,5,160,63,97,3,3,0,4,2,2
03Y08,Jahrgangsstufe 08,Regelklasse,6,192,87,105,1,1,0,3,3,0
03Y08,Jahrgangsstufe 09,Regelklasse,5,158,67,91,5,3,2,9,6,3
03Y08,Jahrgangsstufe 10,Regelklasse,5,154,68,86,2,1,1,2,1,1
03Y10,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,160,69,91,6,2,4,7,3,4
03Y10,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,149,80,69,3,2,1,0,0,0
03Y10,Jahrgangsstufe 05,"Klasse ""achtjähriges Gymnasium""",3,90,43,47,0,0,0,0,0,0
03Y10,Jahrgangsstufe 06,"Klasse ""achtjähriges Gymnasium""",3,91,48,43,4,0,4,2,0,2
03Y10,Jahrgangsstufe 07,"Klasse ""achtjähriges Gymnasium""",2,61,32,29,2,0,2,4,2,2
03Y10,Jahrgangsstufe 07,Regelklasse,2,63,24,39,1,0,1,7,1,6
03Y10,Jahrgangsstufe 08,Regelklasse,3,93,44,49,2,1,1,9,4,5
03Y10,Jahrgangsstufe 09,"Klasse ""achtjähriges Gymnasium""",2,62,28,34,0,0,0,0,0,0
03Y10,Jahrgangsstufe 09,Regelklasse,1,32,18,14,0,0,0,3,1,2
03Y10,Jahrgangsstufe 10,"Klasse ""achtjähriges Gymnasium""",2,57,35,22,0,0,0,2,0,2
03Y10,Jahrgangsstufe 10,Regelklasse,1,31,17,14,0,0,0,1,0,1
03Y13,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,114,51,63,11,5,6,11,5,6
03Y13,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,68,33,35,3,0,3,3,0,3
03Y13,Jahrgangsstufe 07,Regelklasse,4,121,52,69,2,1,1,7,6,1
03Y13,Jahrgangsstufe 08,Regelklasse,5,159,57,102,2,0,2,8,3,5
03Y13,Jahrgangsstufe 09,Regelklasse,5,152,55,97,5,1,4,9,2,7
03Y13,Jahrgangsstufe 10,Regelklasse,6,153,62,91,4,1,3,7,3,4
03Y14,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,169,83,86,3,1,2,5,2,3
03Y14,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,139,61,78,5,1,4,5,1,4
03Y14,Jahrgangsstufe 05,"Klasse ""achtjähriges Gymnasium""",1,22,10,12,0,0,0,6,4,2
03Y14,Jahrgangsstufe 06,"Klasse ""achtjähriges Gymnasium""",1,21,12,9,2,0,2,0,0,0
03Y14,Jahrgangsstufe 07,"Klasse ""achtjähriges Gymnasium""",1,26,11,15,0,0,0,2,1,1
03Y14,Jahrgangsstufe 07,Regelklasse,4,120,57,63,2,1,1,4,3,1
03Y14,Jahrgangsstufe 08,Regelklasse,7,196,90,106,11,4,7,14,5,9
03Y14,Jahrgangsstufe 09,Regelklasse,6,172,71,101,4,4,0,8,3,5
03Y14,Jahrgangsstufe 10,Regelklasse,5,146,66,80,3,3,0,0,0,0
03Y15,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,136,68,68,0,0,0,0,0,0
03Y15,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,84,46,38,0,0,0,0,0,0
03Y15,Jahrgangsstufe 07,Regelklasse,5,160,77,83,1,0,1,16,7,9
03Y15,Jahrgangsstufe 08,Regelklasse,7,214,104,110,5,3,2,4,2,2
03Y15,Jahrgangsstufe 09,Regelklasse,5,153,93,60,2,0,2,4,2,2
03Y15,Jahrgangsstufe 10,Regelklasse,5,133,65,68,3,2,1,6,2,4
03Y16,Jahrgangsstufe 07,Regelklasse,7,207,90,117,0,0,0,0,0,0
03Y16,Jahrgangsstufe 08,Regelklasse,7,213,102,111,0,0,0,7,4,3
03Y16,Jahrgangsstufe 09,Regelklasse,7,196,83,113,1,0,1,0,0,0
03Y16,Jahrgangsstufe 10,Regelklasse,3,83,40,43,1,0,1,3,1,2
04A08,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,59,43,16,1,1,0,1,1,0
04A08,2. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,72,54,18,3,2,1,3,2,1
04A08,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,53,34,19,2,2,0,3,2,1
04A08,Jahrgangsstufe 07,Regelklasse,4,66,48,18,2,1,1,13,10,3
04A08,Jahrgangsstufe 08,Regelklasse,4,78,50,28,0,0,0,8,4,4
04A08,Jahrgangsstufe 09,Regelklasse,4,64,43,21,2,1,1,2,1,1
04A08,Jahrgangsstufe 10,Regelklasse,4,76,53,23,5,4,1,6,5,1
04G01,Jahrgangsstufe 03,Regelklasse,3,74,34,40,19,10,9,44,25,19
04G01,Jahrgangsstufe 04,Regelklasse,3,66,28,38,18,10,8,31,15,16
04G01,Jahrgangsstufe 05,Regelklasse,3,70,34,36,13,8,5,40,17,23
04G01,Jahrgangsstufe 06,Regelklasse,3,67,36,31,13,9,4,39,23,16
04G01,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,135,65,70,56,28,28,80,42,38
04G02,Jahrgangsstufe 03,Regelklasse,2,56,32,24,2,1,1,27,19,8
04G02,Jahrgangsstufe 04,Regelklasse,2,45,26,19,3,2,1,18,11,7
04G02,Jahrgangsstufe 05,Regelklasse,2,50,29,21,6,1,5,25,15,10
04G02,Jahrgangsstufe 06,Regelklasse,2,41,21,20,4,3,1,18,11,7
04G02,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,141,79,62,14,8,6,48,34,14
04G04,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,6,133,68,65,27,12,15,100,46,54
04G04,Jahrgangsstufe 03,Klasse der Staatlichen Europaschule,3,74,32,42,11,4,7,40,18,22
04G04,Jahrgangsstufe 04,Klasse der Staatlichen Europaschule,3,77,45,32,19,11,8,39,24,15
04G04,Jahrgangsstufe 04,Regelklasse,2,38,18,20,6,2,4,13,6,7
04G04,Jahrgangsstufe 05,Klasse der Staatlichen Europaschule,3,71,38,33,34,17,17,47,24,23
04G04,Jahrgangsstufe 05,Regelklasse,2,39,20,19,14,9,5,13,9,4
04G04,Jahrgangsstufe 06,Klasse der Staatlichen Europaschule,3,70,32,38,5,2,3,34,15,19
04G04,Jahrgangsstufe 06,Regelklasse,2,39,30,9,10,6,4,25,19,6
04G04,Schulanfangsphase,Klasse der Staatlichen Europaschule,6,156,77,79,12,6,6,109,56,53
04G05,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,6,147,74,73,7,5,2,34,17,17
04G05,Jahrgangsstufe 04,Regelklasse,2,52,31,21,2,1,1,16,14,2
04G05,Jahrgangsstufe 05,Regelklasse,2,49,27,22,2,0,2,12,7,5
04G05,Jahrgangsstufe 06,Regelklasse,2,42,26,16,1,1,0,14,7,7
04G06,Jahrgangsstufe 03,Regelklasse,3,82,40,42,5,3,2,6,4,2
04G06,Jahrgangsstufe 04,Regelklasse,3,87,46,41,1,0,1,12,4,8
04G06,Jahrgangsstufe 05,Regelklasse,3,71,41,30,2,1,1,5,3,2
04G06,Jahrgangsstufe 06,Regelklasse,3,73,33,40,1,0,1,2,1,1
04G06,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,156,83,73,10,5,5,15,8,7
04G07,Jahrgangsstufe 03,Regelklasse,2,48,26,22,5,3,2,46,25,21
04G07,Jahrgangsstufe 04,Regelklasse,2,55,26,29,2,2,0,33,13,20
04G07,Jahrgangsstufe 05,Regelklasse,3,60,28,32,7,2,5,38,20,18
04G07,Jahrgangsstufe 06,Regelklasse,2,55,34,21,10,5,5,35,19,16
04G07,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,5,115,55,60,13,8,5,89,41,48
04G08,Jahrgangsstufe 03,Regelklasse,2,47,25,22,10,5,5,35,19,16
04G08,Jahrgangsstufe 04,Regelklasse,2,56,24,32,13,6,7,41,18,23
04G08,Jahrgangsstufe 05,Regelklasse,2,51,29,22,14,9,5,36,23,13
04G08,Jahrgangsstufe 06,Regelklasse,2,50,22,28,7,3,4,36,17,19
04G08,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,126,67,59,34,21,13,103,54,49
04G09,Jahrgangsstufe 03,Regelklasse,2,43,22,21,4,2,2,28,14,14
04G09,Jahrgangsstufe 04,Regelklasse,2,46,25,21,5,2,3,25,13,12
04G09,Jahrgangsstufe 05,Regelklasse,3,61,28,33,2,0,2,27,14,13
04G09,Jahrgangsstufe 06,Regelklasse,2,48,25,23,5,2,3,29,16,13
04G09,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,96,60,36,8,5,3,51,34,17
04G11,Jahrgangsstufe 03,Regelklasse,2,44,27,17,13,7,6,29,20,9
04G11,Jahrgangsstufe 04,Regelklasse,2,52,29,23,6,1,5,36,21,15
04G11,Jahrgangsstufe 05,Regelklasse,3,62,38,24,12,7,5,37,24,13
04G11,Jahrgangsstufe 06,Regelklasse,2,47,21,26,5,2,3,26,10,16
04G11,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,5,110,56,54,44,25,19,76,39,37
04G12,Jahrgangsstufe 03,Regelklasse,3,73,33,40,2,0,2,36,21,15
04G12,Jahrgangsstufe 04,Regelklasse,3,82,47,35,11,5,6,49,25,24
04G12,Jahrgangsstufe 05,Regelklasse,3,77,41,36,13,6,7,51,27,24
04G12,Jahrgangsstufe 06,Regelklasse,2,50,21,29,6,3,3,25,14,11
04G12,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,8,178,89,89,15,7,8,84,42,42
04G13,Jahrgangsstufe 03,Regelklasse,2,52,31,21,3,2,1,37,22,15
04G13,Jahrgangsstufe 04,Regelklasse,2,40,18,22,3,2,1,22,10,12
04G13,Jahrgangsstufe 05,Regelklasse,2,38,19,19,6,3,3,25,12,13
04G13,Jahrgangsstufe 06,Regelklasse,2,48,26,22,4,2,2,27,13,14
04G13,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,133,60,73,9,4,5,81,41,40
04G14,Jahrgangsstufe 03,Regelklasse,2,45,21,24,11,7,4,18,10,8
04G14,Jahrgangsstufe 04,Regelklasse,2,44,24,20,12,6,6,27,13,14
04G14,Jahrgangsstufe 05,Regelklasse,2,46,22,24,8,2,6,23,12,11
04G14,Jahrgangsstufe 06,Regelklasse,2,45,22,23,15,8,7,25,11,14
04G14,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,7,109,55,54,28,12,16,51,26,25
04G15,Jahrgangsstufe 03,Klasse der Staatlichen Europaschule,2,51,28,23,19,15,4,30,17,13
04G15,Jahrgangsstufe 03,Regelklasse,1,26,8,18,0,0,0,2,1,1
04G15,Jahrgangsstufe 04,Klasse der Staatlichen Europaschule,2,50,23,27,22,11,11,21,10,11
04G15,Jahrgangsstufe 04,Regelklasse,1,26,9,17,0,0,0,6,1,5
04G15,Jahrgangsstufe 05,Klasse der Staatlichen Europaschule,2,44,23,21,26,13,13,33,18,15
04G15,Jahrgangsstufe 05,Regelklasse,1,22,12,10,6,3,3,6,3,3
04G15,Jahrgangsstufe 06,Klasse der Staatlichen Europaschule,2,45,21,24,6,3,3,36,18,18
04G15,Jahrgangsstufe 06,Regelklasse,1,19,7,12,0,0,0,2,2,0
04G15,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,2,52,25,27,14,7,7,14,7,7
04G15,Schulanfangsphase,Klasse der Staatlichen Europaschule,4,97,49,48,47,22,25,61,30,31
04G17,Jahrgangsstufe 03,Regelklasse,3,79,45,34,4,2,2,32,13,19
04G17,Jahrgangsstufe 04,Regelklasse,4,84,40,44,12,3,9,40,17,23
04G17,Jahrgangsstufe 05,Regelklasse,4,84,35,49,7,3,4,39,14,25
04G17,Jahrgangsstufe 06,Regelklasse,3,66,31,35,9,4,5,36,19,17
04G17,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,8,186,98,88,54,27,27,79,40,39
04G18,Jahrgangsstufe 03,Regelklasse,2,40,20,20,13,6,7,24,13,11
04G18,Jahrgangsstufe 04,Regelklasse,2,50,29,21,5,3,2,22,12,10
04G18,Jahrgangsstufe 05,Regelklasse,2,42,21,21,10,5,5,25,14,11
04G18,Jahrgangsstufe 06,Regelklasse,2,46,18,28,11,5,6,17,7,10
04G18,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,103,55,48,48,22,26,53,24,29
04G19,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,11,273,150,123,15,6,9,50,27,23
04G19,Jahrgangsstufe 04,Regelklasse,4,91,44,47,4,1,3,11,5,6
04G19,Jahrgangsstufe 05,Regelklasse,4,96,48,48,2,0,2,23,14,9
