bsn,Jahrgangsstufe,Klassenart,K,S,SM,SW,N,NM,NW,H,HM,HW
08G19,Jahrgangsstufe 03,Klasse der Staatlichen Europaschule,1,28,16,12,9,5,4,20,12,8
08G19,Jahrgangsstufe 03,Regelklasse,1,19,10,9,0,0,0,13,8,5
08G19,Jahrgangsstufe 04,Jahrgangsübergreifende Lerngruppe,1,18,10,8,6,4,2,15,10,5
08G19,Jahrgangsstufe 04,Klasse der Staatlichen Europaschule,1,29,11,18,15,6,9,24,10,14
08G19,Jahrgangsstufe 04,Regelklasse,1,20,10,10,1,1,0,13,9,4
08G19,Jahrgangsstufe 05,Klasse der Staatlichen Europaschule,1,18,8,10,10,3,7,13,5,8
08G19,Jahrgangsstufe 05,Regelklasse,1,24,16,8,4,2,2,4,2,2
08G19,Jahrgangsstufe 06,Klasse der Staatlichen Europaschule,1,22,10,12,10,4,6,16,7,9
08G19,Jahrgangsstufe 06,Regelklasse,1,23,5,18,3,1,2,12,4,8
08G19,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,80,41,39,32,15,17,60,29,31
08G19,Schulanfangsphase,Klasse der Staatlichen Europaschule,2,53,31,22,30,18,12,33,21,12
08G20,Jahrgangsstufe 03,Regelklasse,2,38,21,17,11,4,7,37,20,17
08G20,Jahrgangsstufe 04,Regelklasse,3,58,27,31,8,2,6,48,22,26
08G20,Jahrgangsstufe 05,Regelklasse,2,43,32,11,12,8,4,40,29,11
08G20,Jahrgangsstufe 06,Regelklasse,2,41,22,19,5,4,1,36,19,17
08G20,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,120,62,58,45,26,19,105,53,52
08G21,Jahrgangsstufe 03,Regelklasse,2,46,28,18,16,9,7,42,25,17
08G21,Jahrgangsstufe 04,Regelklasse,2,40,21,19,15,6,9,39,21,18
08G21,Jahrgangsstufe 05,Regelklasse,2,43,22,21,15,11,4,39,19,20
08G21,Jahrgangsstufe 06,Regelklasse,2,45,22,23,17,8,9,42,20,22
08G21,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,5,111,54,57,42,20,22,106,52,54
08G22,Jahrgangsstufe 03,Regelklasse,2,50,24,26,4,2,2,27,13,14
08G22,Jahrgangsstufe 04,Regelklasse,3,56,26,30,6,3,3,24,14,10
08G22,Jahrgangsstufe 05,Regelklasse,2,45,19,26,11,4,7,34,15,19
08G22,Jahrgangsstufe 06,Regelklasse,2,47,19,28,7,3,4,28,13,15
08G22,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,5,121,57,64,14,6,8,83,42,41
08G23,Jahrgangsstufe 03,Regelklasse,2,50,26,24,3,2,1,40,21,19
08G23,Jahrgangsstufe 04,Regelklasse,2,50,22,28,12,7,5,42,19,23
08G23,Jahrgangsstufe 05,Regelklasse,3,62,28,34,6,2,4,55,25,30
08G23,Jahrgangsstufe 06,Regelklasse,2,37,20,17,8,3,5,30,17,13
08G23,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,24,11,13,6,2,4,6,2,4
08G23,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,5,118,47,71,17,5,12,78,27,51
08G24,Jahrgangsstufe 03,Regelklasse,2,50,27,23,5,2,3,37,20,17
08G24,Jahrgangsstufe 04,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,9,4,5,9,4,5,9,4,5
08G24,Jahrgangsstufe 04,Regelklasse,2,42,19,23,8,3,5,36,15,21
08G24,Jahrgangsstufe 05,Regelklasse,2,42,17,25,2,2,0,35,15,20
08G24,Jahrgangsstufe 06,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,12,6,6,12,6,6,12,6,6
08G24,Jahrgangsstufe 06,Regelklasse,2,34,20,14,4,1,3,27,16,11
08G24,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,85,47,38,10,5,5,68,38,30
08G25,Jahrgangsstufe 03,Regelklasse,3,72,34,38,1,0,1,16,9,7
08G25,Jahrgangsstufe 04,Regelklasse,2,50,21,29,2,0,2,6,1,5
08G25,Jahrgangsstufe 05,Regelklasse,2,53,32,21,1,0,1,9,5,4
08G25,Jahrgangsstufe 06,Regelklasse,2,50,19,31,0,0,0,11,4,7
08G25,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,138,60,78,3,0,3,18,6,12
08G26,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,6,126,56,70,16,7,9,72,34,38
08G26,Jahrgangsstufe 04,Regelklasse,2,47,22,25,7,2,5,21,8,13
08G26,Jahrgangsstufe 05,Regelklasse,2,44,19,25,1,0,1,24,10,14
08G26,Jahrgangsstufe 06,Regelklasse,2,49,23,26,12,2,10,27,11,16
08G27,Jahrgangsstufe 03,Regelklasse,3,67,45,22,3,3,0,30,20,10
08G27,Jahrgangsstufe 04,Regelklasse,3,81,45,36,3,0,3,19,10,9
08G27,Jahrgangsstufe 05,Regelklasse,3,68,35,33,4,2,2,26,13,13
08G27,Jahrgangsstufe 06,Regelklasse,3,60,30,30,2,2,0,20,11,9
08G27,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,144,77,67,8,3,5,54,28,26
08G28,Jahrgangsstufe 03,Regelklasse,3,65,28,37,2,0,2,11,4,7
08G28,Jahrgangsstufe 04,Regelklasse,3,60,33,27,2,0,2,8,2,6
08G28,Jahrgangsstufe 05,Regelklasse,2,51,32,19,0,0,0,14,7,7
08G28,Jahrgangsstufe 06,Regelklasse,3,74,38,36,4,2,2,16,7,9
08G28,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,155,92,63,8,6,2,48,28,20
08G29,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,9,193,103,90,18,8,10,58,32,26
08G29,Jahrgangsstufe 04,Regelklasse,3,66,31,35,5,5,0,14,9,5
08G29,Jahrgangsstufe 05,Regelklasse,2,48,19,29,1,1,0,13,6,7
08G29,Jahrgangsstufe 06,Regelklasse,3,64,34,30,2,0,2,16,7,9
08G30,Jahrgangsstufe 03,Regelklasse,5,122,64,58,3,2,1,31,19,12
08G30,Jahrgangsstufe 04,Regelklasse,5,129,67,62,4,2,2,39,19,20
08G30,Jahrgangsstufe 05,Regelklasse,4,96,41,55,4,3,1,33,19,14
08G30,Jahrgangsstufe 06,Regelklasse,4,115,53,62,3,1,2,29,9,20
08G30,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,11,271,134,137,4,3,1,90,47,43
08G31,Jahrgangsstufe 03,Regelklasse,2,43,18,25,4,2,2,35,14,21
08G31,Jahrgangsstufe 04,Regelklasse,2,43,23,20,8,4,4,30,13,17
08G31,Jahrgangsstufe 05,Regelklasse,2,34,17,17,8,4,4,23,13,10
08G31,Jahrgangsstufe 06,Regelklasse,2,37,20,17,6,3,3,28,15,13
08G31,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,73,38,35,14,9,5,59,30,29
08G32,Jahrgangsstufe 03,Regelklasse,2,42,22,20,4,1,3,26,12,14
08G32,Jahrgangsstufe 04,Regelklasse,2,40,13,27,3,2,1,23,8,15
08G32,Jahrgangsstufe 05,Regelklasse,3,58,24,34,2,1,1,34,15,19
08G32,Jahrgangsstufe 06,Regelklasse,2,33,18,15,2,1,1,13,5,8
08G32,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,5,98,52,46,5,2,3,56,33,23
08G33,Jahrgangsstufe 03,Regelklasse,3,58,25,33,9,4,5,40,19,21
08G33,Jahrgangsstufe 04,Regelklasse,3,58,29,29,2,2,0,39,21,18
08G33,Jahrgangsstufe 05,Regelklasse,2,44,22,22,2,2,0,35,16,19
08G33,Jahrgangsstufe 06,Regelklasse,2,44,27,17,5,3,2,34,22,12
08G33,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,5,101,55,46,15,9,6,72,37,35
08G34,Jahrgangsstufe 03,Regelklasse,2,51,26,25,6,5,1,29,13,16
08G34,Jahrgangsstufe 04,Regelklasse,3,61,28,33,9,3,6,32,10,22
08G34,Jahrgangsstufe 05,Regelklasse,3,69,36,33,7,3,4,29,14,15
08G34,Jahrgangsstufe 06,Regelklasse,3,66,39,27,4,3,1,27,17,10
08G34,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,91,47,44,9,4,5,44,24,20
08G35,Jahrgangsstufe 03,Regelklasse,5,114,52,62,27,11,16,94,44,50
08G35,Jahrgangsstufe 04,Regelklasse,5,104,50,54,32,17,15,95,45,50
08G35,Jahrgangsstufe 05,Regelklasse,4,95,45,50,17,11,6,83,41,42
08G35,Jahrgangsstufe 06,Regelklasse,4,97,48,49,17,7,10,77,35,42
08G35,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,10,219,96,123,53,31,22,193,86,107
08G36,Jahrgangsstufe 03,Regelklasse,3,62,38,24,24,16,8,54,33,21
08G36,Jahrgangsstufe 04,Regelklasse,2,43,22,21,17,9,8,40,21,19
08G36,Jahrgangsstufe 05,Regelklasse,2,38,22,16,16,7,9,34,18,16
08G36,Jahrgangsstufe 06,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,13,9,4,13,9,4,13,9,4
08G36,Jahrgangsstufe 06,Regelklasse,3,61,29,32,12,8,4,48,21,27
08G36,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,126,67,59,32,18,14,98,50,48
08G37,Jahrgangsstufe 03,Regelklasse,2,53,29,24,9,5,4,27,13,14
08G37,Jahrgangsstufe 04,Regelklasse,2,49,25,24,6,3,3,19,11,8
08G37,Jahrgangsstufe 05,Regelklasse,2,46,22,24,6,1,5,23,8,15
08G37,Jahrgangsstufe 06,Regelklasse,3,60,36,24,5,1,4,24,14,10
08G37,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,89,43,46,8,6,2,46,20,26
08K01,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,81,43,38,22,10,12,58,34,24
08K01,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,64,32,32,15,7,8,44,23,21
08K01,E-Phase,Gymnasiale Oberstufe gem. § 5 VO-GO,3,78,34,44,20,8,12,53,20,33
08K01,Jahrgangsstufe 03,Regelklasse,3,56,29,27,7,1,6,45,24,21
08K01,Jahrgangsstufe 04,Regelklasse,2,42,16,26,11,4,7,30,9,21
08K01,Jahrgangsstufe 05,Regelklasse,2,48,28,20,8,8,0,38,23,15
08K01,Jahrgangsstufe 06,Regelklasse,3,65,34,31,14,5,9,51,25,26
08K01,Jahrgangsstufe 07,Regelklasse,4,104,59,45,22,14,8,74,41,33
08K01,Jahrgangsstufe 08,Regelklasse,4,103,52,51,28,17,11,69,37,32
08K01,Jahrgangsstufe 09,Regelklasse,4,98,57,41,32,15,17,64,35,29
08K01,Jahrgangsstufe 10,Regelklasse,4,104,56,48,32,20,12,62,34,28
08K01,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,109,60,49,8,2,6,85,41,44
08K02,Jahrgangsstufe 07,Regelklasse,4,104,64,40,17,11,6,64,40,24
08K02,Jahrgangsstufe 08,Regelklasse,4,104,65,39,20,11,9,69,43,26
08K02,Jahrgangsstufe 09,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,14,8,6,14,8,6,14,8,6
08K02,Jahrgangsstufe 09,Regelklasse,4,103,58,45,25,13,12,57,32,25
08K02,Jahrgangsstufe 10,Regelklasse,4,119,66,53,32,17,15,74,42,32
08K03,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,57,37,20,22,17,5,53,33,20
08K03,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,57,30,27,26,17,9,53,29,24
08K03,E-Phase,Gymnasiale Oberstufe gem. § 5 VO-GO,1,18,9,9,8,4,4,17,9,8
08K03,E-Phase,Regelklasse,1,22,9,13,9,3,6,19,7,12
08K03,Jahrgangsstufe 07,Regelklasse,6,138,82,56,46,28,18,122,72,50
08K03,Jahrgangsstufe 08,Regelklasse,6,145,87,58,71,47,24,123,79,44
08K03,Jahrgangsstufe 09,Regelklasse,8,185,125,60,86,54,32,155,106,49
08K03,Jahrgangsstufe 10,Regelklasse,5,121,68,53,48,28,20,92,51,41
08K04,Jahrgangsstufe 07,Regelklasse,4,85,56,29,28,19,9,53,38,15
08K04,Jahrgangsstufe 08,Regelklasse,8,174,103,71,48,26,22,88,51,37
08K04,Jahrgangsstufe 09,Regelklasse,5,117,63,54,13,7,6,72,35,37
08K04,Jahrgangsstufe 10,Regelklasse,3,77,43,34,26,16,10,45,26,19
08K05,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,94,35,59,8,2,6,33,9,24
08K05,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,93,40,53,2,2,0,21,10,11
08K05,E-Phase,Regelklasse,3,84,37,47,4,3,1,28,13,15
08K05,Jahrgangsstufe 07,Regelklasse,8,205,99,106,14,6,8,85,41,44
08K05,Jahrgangsstufe 08,Regelklasse,8,202,105,97,28,14,14,78,38,40
08K05,Jahrgangsstufe 09,Regelklasse,8,205,99,106,24,9,15,97,49,48
08K05,Jahrgangsstufe 10,Regelklasse,8,240,132,108,64,37,27,82,45,37
08K06,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,80,44,36,1,1,0,16,9,7
08K06,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,67,29,38,3,2,1,14,6,8
08K06,E-Phase,Gymnasiale Oberstufe gem. § 5 VO-GO,1,24,10,14,1,0,1,10,4,6
08K06,E-Phase,Regelklasse,2,52,23,29,7,2,5,17,6,11
08K06,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,9,227,123,104,13,6,7,68,34,34
08K06,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,9,198,91,107,12,8,4,75,35,40
08K06,Jahrgangsstufe 07,Regelklasse,6,143,72,71,11,7,4,54,29,25
08K06,Jahrgangsstufe 08,Regelklasse,7,165,87,78,10,5,5,42,27,15
08K06,Jahrgangsstufe 09,Regelklasse,6,146,67,79,6,2,4,45,14,31
08K06,Jahrgangsstufe 10,Regelklasse,6,139,76,63,6,5,1,31,18,13
08K07,Jahrgangsstufe 07,Regelklasse,4,94,63,31,12,9,3,53,39,14
08K07,Jahrgangsstufe 08,Regelklasse,7,170,89,81,36,20,16,104,54,50
08K07,Jahrgangsstufe 09,Produktives Lernen,2,51,39,12,6,4,2,34,27,7
08K07,Jahrgangsstufe 09,Regelklasse,6,152,81,71,34,20,14,85,45,40
08K07,Jahrgangsstufe 10,Produktives Lernen,1,15,8,7,3,3,0,7,4,3
08K07,Jahrgangsstufe 10,Regelklasse,3,84,40,44,25,8,17,63,29,34
08K07,Jahrgangsstufe 10,Regelklasse,1,21,12,9,9,6,3,16,11,5
08K08,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,40,14,26,21,8,13,37,12,25
08K08,E-Phase,Regelklasse,2,49,25,24,25,13,12,44,20,24
08K08,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,8,168,84,84,31,20,11,131,67,64
08K08,Jahrgangsstufe 04,Regelklasse,1,21,11,10,7,4,3,18,9,9
08K08,Jahrgangsstufe 05,Regelklasse,1,17,8,9,5,2,3,14,7,7
08K08,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,3,62,36,26,25,17,8,55,32,23
08K08,Jahrgangsstufe 06,Regelklasse,1,17,9,8,4,3,1,15,9,6
08K08,Jahrgangsstufe 07,Regelklasse,4,96,49,47,42,19,23,91,48,43
08K08,Jahrgangsstufe 08,Regelklasse,4,99,50,49,53,26,27,93,46,47
08K08,Jahrgangsstufe 09,Regelklasse,4,99,42,57,42,18,24,92,40,52
08K08,Jahrgangsstufe 10,Regelklasse,3,79,34,45,48,24,24,74,34,40
08K08,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,1,16,9,7,4,2,2,14,8,6
08K09,Jahrgangsstufe 07,Regelklasse,4,101,51,50,31,19,12,95,49,46
08K09,Jahrgangsstufe 08,Regelklasse,4,102,49,53,34,15,19,96,45,51
08K09,Jahrgangsstufe 09,Praxislerngruppe,1,19,9,10,14,5,9,16,6,10
08K09,Jahrgangsstufe 09,Regelklasse,4,97,52,45,39,21,18,87,49,38
08K09,Jahrgangsstufe 10,Praxisklasse,1,17,11,6,9,7,2,12,9,3
08K09,Jahrgangsstufe 10,Regelklasse,3,84,41,43,28,10,18,76,38,38
08K09,Jahrgangsstufe 10,Regelklasse,1,21,9,12,8,5,3,15,9,6
08K10,Jahrgangsstufe 07,Regelklasse,4,96,40,56,56,23,33,89,40,49
08K10,Jahrgangsstufe 08,Regelklasse,8,183,93,90,104,50,54,169,86,83
08K10,Jahrgangsstufe 09,Praxislerngruppe,2,40,20,20,29,16,13,38,20,18
08K10,Jahrgangsstufe 09,Regelklasse,3,75,34,41,42,19,23,71,32,39
08K10,Jahrgangsstufe 10,Regelklasse,2,56,31,25,18,11,7,48,28,20
08K10,Jahrgangsstufe 10,Regelklasse,2,44,22,22,31,15,16,42,21,21
08K11,Jahrgangsstufe 07,Klasse der Staatlichen Europaschule,1,9,7,2,7,6,1,9,7,2
08K11,Jahrgangsstufe 07,Regelklasse,4,94,56,38,26,13,13,79,46,33
08K11,Jahrgangsstufe 08,Klasse der Staatlichen Europaschule,1,20,17,3,17,14,3,17,14,3
08K11,Jahrgangsstufe 08,Regelklasse,6,141,81,60,55,31,24,115,67,48
08K11,Jahrgangsstufe 09,Klasse der Staatlichen Europaschule,1,22,12,10,18,10,8,20,11,9
08K11,Jahrgangsstufe 09,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,14,8,6,14,8,6,14,8,6
08K11,Jahrgangsstufe 09,Regelklasse,4,98,53,45,40,19,21,81,42,39
08K11,Jahrgangsstufe 10,Klasse der Staatlichen Europaschule,1,15,6,9,14,6,8,15,6,9
08K11,Jahrgangsstufe 10,Regelklasse,3,83,36,47,34,15,19,68,27,41
08K11,Jahrgangsstufe 10,Regelklasse,4,78,44,34,41,23,18,57,33,24
08K12,Jahrgangsstufe 07,Regelklasse,4,84,69,15,44,35,9,77,65,12
08K12,Jahrgangsstufe 08,Regelklasse,5,121,70,51,59,34,25,107,61,46
08K12,Jahrgangsstufe 09,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,2,26,20,6,26,20,6,26,20,6
08K12,Jahrgangsstufe 09,Praxislerngruppe,1,25,14,11,15,9,6,25,14,11
08K12,Jahrgangsstufe 09,Regelklasse,3,71,34,37,30,13,17,60,30,30
08K12,Jahrgangsstufe 10,Regelklasse,2,43,26,17,18,11,7,32,20,12
08P01,Jahrgangsstufe 03,Regelklasse,1,24,11,13,0,0,0,18,7,11
08P01,Jahrgangsstufe 04,Regelklasse,1,14,7,7,0,0,0,14,7,7
08P01,Jahrgangsstufe 05,Regelklasse,1,14,4,10,0,0,0,12,4,8
08P01,Jahrgangsstufe 06,Regelklasse,1,13,5,8,0,0,0,10,4,6
08P01,Jahrgangsstufe 07,Regelklasse,1,15,8,7,0,0,0,15,8,7
08P01,Jahrgangsstufe 08,Regelklasse,1,14,6,8,0,0,0,12,5,7
08P01,Jahrgangsstufe 09,Regelklasse,1,7,6,1,0,0,0,4,3,1
08P01,Jahrgangsstufe 10,Regelklasse,1,2,1,1,0,0,0,2,1,1
08P01,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,38,13,25,0,0,0,32,11,21
08P02,Jahrgangsstufe 03,Regelklasse,2,55,27,28,4,2,2,19,11,8
08P02,Jahrgangsstufe 04,Regelklasse,2,56,29,27,2,1,1,26,15,11
08P02,Jahrgangsstufe 05,Regelklasse,2,52,23,29,4,2,2,22,10,12
08P02,Jahrgangsstufe 06,Regelklasse,2,54,19,35,3,2,1,25,8,17
08P02,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,109,50,59,7,3,4,48,22,26
08P03,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,56,23,33,3,0,3,3,0,3
08P03,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,44,17,27,1,1,0,0,0,0
08P03,E-Phase,Regelklasse,2,56,33,23,2,0,2,5,3,2
08P03,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,6,155,67,88,2,0,2,15,5,10
08P03,Jahrgangsstufe 04,Regelklasse,2,42,22,20,2,1,1,4,4,0
08P03,Jahrgangsstufe 05,Regelklasse,2,52,23,29,0,0,0,0,0,0
08P03,Jahrgangsstufe 06,Regelklasse,2,51,26,25,2,0,2,6,3,3
08P03,Jahrgangsstufe 07,Regelklasse,4,90,41,49,0,0,0,17,9,8
08P03,Jahrgangsstufe 08,Regelklasse,4,92,37,55,0,0,0,3,3,0
08P03,Jahrgangsstufe 09,Regelklasse,4,94,51,43,6,3,3,5,3,2
08P03,Jahrgangsstufe 10,Regelklasse,4,91,51,40,1,1,0,3,2,1
08P04,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,80,32,48,21,10,11,32,12,20
08P04,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,90,46,44,14,6,8,39,21,18
08P04,Jahrgangsstufe 07,Regelklasse,3,76,32,44,12,5,7,33,13,20
08P04,Jahrgangsstufe 07,Regelklasse,3,84,27,57,10,4,6,31,10,21
08P04,Jahrgangsstufe 08,Regelklasse,3,91,34,57,9,4,5,34,10,24
08P04,Jahrgangsstufe 08,Regelklasse,3,76,43,33,12,8,4,33,16,17
08P04,Jahrgangsstufe 09,Regelklasse,2,60,24,36,21,8,13,22,9,13
08P04,Jahrgangsstufe 09,Regelklasse,4,115,56,59,18,10,8,45,23,22
08P04,Jahrgangsstufe 10,Regelklasse,2,62,22,40,14,4,10,40,15,25
08P04,Jahrgangsstufe 10,Regelklasse,3,70,33,37,15,6,9,33,14,19
08P09,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,1,16,5,11,0,0,0,1,0,1
08S01,Jahrgangsstufe 04,Regelklasse,1,12,8,4,4,1,3,11,8,3
08S01,Jahrgangsstufe 05,Regelklasse,1,16,9,7,8,3,5,13,6,7
08S01,Jahrgangsstufe 06,Regelklasse,2,22,10,12,9,3,6,19,9,10
08S01,Jahrgangsstufe 07,Regelklasse,3,33,25,8,19,13,6,30,22,8
08S01,Jahrgangsstufe 08,Regelklasse,2,26,14,12,15,7,8,24,14,10
08S01,Jahrgangsstufe 09,Regelklasse,3,43,27,16,23,14,9,34,21,13
08S01,Jahrgangsstufe 10,Regelklasse,3,39,21,18,23,10,13,33,18,15
08S03,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,1,14,7,7,4,3,1,9,5,4
08S03,Jahrgangsstufe 08,Regelklasse,1,11,7,4,5,2,3,8,4,4
08S03,Jahrgangsstufe 09,Regelklasse,1,12,8,4,6,4,2,6,4,2
08S03,Jahrgangsstufe 10,Regelklasse,1,13,7,6,5,3,2,6,3,3
08S04,Jahrgangsstufe 03,Regelklasse,2,18,11,7,3,3,0,14,10,4
08S04,Jahrgangsstufe 04,Regelklasse,1,11,7,4,3,2,1,5,3,2
08S04,Jahrgangsstufe 05,Regelklasse,1,12,6,6,1,0,1,8,4,4
08S04,Jahrgangsstufe 06,Regelklasse,2,19,13,6,1,1,0,13,10,3
08S04,Jahrgangsstufe 07,Regelklasse,2,25,14,11,3,3,0,7,5,2
08S04,Jahrgangsstufe 08,Regelklasse,2,30,22,8,4,3,1,12,9,3
08S04,Jahrgangsstufe 09,Regelklasse,2,30,16,14,3,2,1,12,5,7
08S04,Jahrgangsstufe 10,Regelklasse,2,32,20,12,4,3,1,13,8,5
08S05,Jahrgangsstufe 04,Regelklasse,2,14,12,2,3,2,1,7,6,1
08S05,Jahrgangsstufe 05,Regelklasse,1,11,8,3,2,2,0,6,3,3
08S05,Jahrgangsstufe 06,Regelklasse,1,13,6,7,1,0,1,1,0,1
08S05,Jahrgangsstufe 08,Regelklasse,2,29,15,14,7,6,1,12,9,3
08S05,Jahrgangsstufe 10,Regelklasse,2,24,18,6,6,4,2,9,6,3
08S06,Jahrgangsstufe 03,Regelklasse,1,7,3,4,2,1,1,4,2,2
08S06,Jahrgangsstufe 04,Regelklasse,1,11,7,4,4,2,2,9,6,3
08S06,Jahrgangsstufe 05,Regelklasse,1,11,5,6,7,4,3,7,4,3
08S06,Jahrgangsstufe 06,Regelklasse,1,13,8,5,11,7,4,11,7,4
08S06,Jahrgangsstufe 07,Regelklasse,2,19,12,7,11,6,5,16,10,6
08S06,Jahrgangsstufe 08,Regelklasse,1,16,12,4,4,2,2,11,8,3
08S06,Jahrgangsstufe 09,Regelklasse,2,23,12,11,9,5,4,18,9,9
08S06,Jahrgangsstufe 10,Regelklasse,2,25,15,10,5,3,2,16,9,7
08S07,Abschlussstufe,Regelklasse,7,38,19,19,13,6,7,23,12,11
08S07,Eingangsstufe,Regelklasse,5,28,15,13,3,0,3,21,11,10
08S07,Mittelstufe,Regelklasse,7,36,18,18,12,8,4,28,14,14
08S07,Oberstufe,Regelklasse,7,40,24,16,9,4,5,20,10,10
08S07,Unterstufe,Regelklasse,7,43,30,13,6,4,2,29,19,10
08S08,Eingangsstufe,Regelklasse,1,5,3,2,4,2,2,4,2,2
08S08,Jahrgangsstufe 03,Regelklasse,5,53,31,22,27,16,11,27,16,11
08S08,Jahrgangsstufe 04,Regelklasse,4,41,26,15,9,8,1,9,8,1
