bsn,Jahrgangsstufe,Klassenart,K,S,SM,SW,N,NM,NW,H,HM,HW
09P07,Jahrgangsstufe 09,Regelklasse,3,86,37,49,1,1,0,1,1,0
09P07,Jahrgangsstufe 10,Regelklasse,3,89,34,55,2,0,2,0,0,0
09P09,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,17,9,8,2,1,1,4,2,2
09P09,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,18,10,8,0,0,0,1,0,1
09P09,Jahrgangsstufe 07,Regelklasse,2,22,15,7,1,0,1,1,0,1
09P09,Jahrgangsstufe 07,Regelklasse,3,45,19,26,0,0,0,0,0,0
09P09,Jahrgangsstufe 08,Regelklasse,2,39,16,23,1,0,1,2,0,2
09P09,Jahrgangsstufe 08,Regelklasse,1,20,15,5,0,0,0,0,0,0
09P09,Jahrgangsstufe 09,Regelklasse,1,20,10,10,1,1,0,1,1,0
09P09,Jahrgangsstufe 09,Regelklasse,1,19,12,7,0,0,0,0,0,0
09P09,Jahrgangsstufe 10,Regelklasse,2,38,17,21,1,0,1,1,0,1
09P09,Jahrgangsstufe 10,Regelklasse,1,15,13,2,0,0,0,1,1,0
09P10,Jahrgangsstufe 04,Jahrgangsübergreifende Lerngruppe,1,14,9,5,0,0,0,0,0,0
09P10,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,1,14,6,8,0,0,0,0,0,0
09P12,Jahrgangsstufe 03,Regelklasse,2,32,10,22,7,1,6,26,8,18
09P12,Jahrgangsstufe 04,Regelklasse,2,24,19,5,2,2,0,13,9,4
09P12,Jahrgangsstufe 05,Regelklasse,2,36,16,20,3,1,2,28,12,16
09P12,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,66,34,32,2,1,1,47,26,21
09P13,Jahrgangsstufe 03,Regelklasse,2,46,24,22,0,0,0,0,0,0
09P13,Jahrgangsstufe 04,Regelklasse,2,36,21,15,0,0,0,0,0,0
09P13,Jahrgangsstufe 05,Regelklasse,2,35,16,19,0,0,0,0,0,0
09P13,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,4,78,35,43,0,0,0,0,0,0
09P15,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,1,21,11,10,1,0,1,1,1,0
09P15,Jahrgangsstufe 05,Jahrgangsübergreifende Lerngruppe,1,22,13,9,1,0,1,0,0,0
09P16,Jahrgangsstufe 03,Regelklasse,1,15,10,5,0,0,0,0,0,0
09P16,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,3,53,28,25,0,0,0,0,0,0
09S01,Jahrgangsstufe 03,Regelklasse,1,6,3,3,0,0,0,0,0,0
09S01,Jahrgangsstufe 04,Regelklasse,1,7,5,2,0,0,0,0,0,0
09S01,Jahrgangsstufe 05,Regelklasse,1,13,7,6,0,0,0,0,0,0
09S01,Jahrgangsstufe 06,Regelklasse,2,19,10,9,0,0,0,2,0,2
09S01,Jahrgangsstufe 07,Regelklasse,1,14,6,8,0,0,0,0,0,0
09S01,Jahrgangsstufe 08,Regelklasse,2,25,12,13,0,0,0,1,0,1
09S01,Jahrgangsstufe 09,Regelklasse,2,28,12,16,1,0,1,1,0,1
09S01,Jahrgangsstufe 10,Regelklasse,2,17,12,5,0,0,0,0,0,0
09S02,Jahrgangsstufe 04,Jahrgangsübergreifende Lerngruppe,1,15,12,3,0,0,0,0,0,0
09S02,Jahrgangsstufe 05,Jahrgangsübergreifende Lerngruppe,1,11,6,5,0,0,0,0,0,0
09S02,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,1,12,8,4,0,0,0,0,0,0
09S02,Jahrgangsstufe 06,Regelklasse,1,11,8,3,0,0,0,0,0,0
09S02,Jahrgangsstufe 07,Regelklasse,3,25,19,6,0,0,0,0,0,0
09S02,Jahrgangsstufe 08,Regelklasse,2,21,12,9,0,0,0,0,0,0
09S02,Jahrgangsstufe 09,Regelklasse,1,11,5,6,0,0,0,0,0,0
09S02,Jahrgangsstufe 10,Regelklasse,2,28,10,18,0,0,0,0,0,0
09S03,Abschlussstufe,Regelklasse,4,29,16,13,2,1,1,2,1,1
09S03,Eingangsstufe,Regelklasse,2,13,9,4,1,1,0,1,1,0
09S03,Mittelstufe,Regelklasse,4,24,17,7,2,1,1,2,1,1
09S03,Oberstufe,Regelklasse,5,32,24,8,3,2,1,3,2,1
09S03,Unterstufe,Regelklasse,7,44,30,14,4,4,0,4,4,0
09S04,Jahrgangsstufe 03,Regelklasse,1,14,6,8,0,0,0,0,0,0
09S04,Jahrgangsstufe 04,Regelklasse,2,24,18,6,0,0,0,0,0,0
09S04,Jahrgangsstufe 05,Regelklasse,2,19,14,5,0,0,0,0,0,0
09S04,Jahrgangsstufe 06,Regelklasse,1,13,9,4,0,0,0,0,0,0
09S04,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,3,36,27,9,1,1,0,1,1,0
09S04,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,7,83,53,30,0,0,0,6,4,2
09S05,Jahrgangsstufe 04,Jahrgangsübergreifende Lerngruppe,1,11,5,6,0,0,0,0,0,0
09S05,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,1,11,5,6,0,0,0,0,0,0
09S05,Jahrgangsstufe 08,Regelklasse,1,16,12,4,0,0,0,0,0,0
09Y03,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,114,67,47,7,4,3,10,6,4
09Y03,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,106,54,52,6,2,4,10,4,6
09Y03,Jahrgangsstufe 07,Regelklasse,4,120,68,52,2,1,1,8,6,2
09Y03,Jahrgangsstufe 08,Regelklasse,4,125,79,46,3,2,1,6,5,1
09Y03,Jahrgangsstufe 09,Regelklasse,4,125,81,44,1,0,1,5,3,2
09Y03,Jahrgangsstufe 10,Regelklasse,4,109,65,44,8,5,3,15,9,6
09Y04,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,170,72,98,3,3,0,0,0,0
09Y04,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,97,46,51,2,0,2,1,0,1
09Y04,Jahrgangsstufe 07,Regelklasse,5,157,76,81,2,1,1,15,7,8
09Y04,Jahrgangsstufe 08,Regelklasse,5,155,69,86,4,3,1,9,2,7
09Y04,Jahrgangsstufe 09,Regelklasse,5,143,75,68,5,3,2,9,6,3
09Y04,Jahrgangsstufe 10,Regelklasse,6,176,66,110,2,2,0,2,0,2
09Y05,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,87,49,38,5,4,1,7,4,3
09Y05,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,67,37,30,2,1,1,5,2,3
09Y05,Jahrgangsstufe 07,Regelklasse,4,111,66,45,1,0,1,9,4,5
09Y05,Jahrgangsstufe 08,Regelklasse,6,159,88,71,4,2,2,13,7,6
09Y05,Jahrgangsstufe 09,Regelklasse,3,86,48,38,3,1,2,8,2,6
09Y05,Jahrgangsstufe 10,Regelklasse,4,112,68,44,4,2,2,10,5,5
09Y06,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,74,31,43,4,2,2,2,1,1
09Y06,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,70,43,27,1,0,1,1,0,1
09Y06,Jahrgangsstufe 07,Regelklasse,4,114,51,63,3,2,1,3,2,1
09Y06,Jahrgangsstufe 08,Regelklasse,5,150,79,71,1,1,0,1,1,0
09Y06,Jahrgangsstufe 09,Regelklasse,4,123,48,75,2,0,2,1,0,1
09Y06,Jahrgangsstufe 10,Regelklasse,4,107,48,59,1,0,1,1,0,1
09Y10,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,89,35,54,4,2,2,3,1,2
09Y10,Jahrgangsstufe 07,Regelklasse,4,113,26,87,8,2,6,6,1,5
09Y10,Jahrgangsstufe 08,Regelklasse,6,183,62,121,7,2,5,13,5,8
09Y10,Jahrgangsstufe 09,Regelklasse,5,151,48,103,6,0,6,14,3,11
09Y10,Jahrgangsstufe 10,Regelklasse,6,156,49,107,2,2,0,2,2,0
09Y11,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,83,43,40,3,2,1,5,3,2
09Y11,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,87,40,47,3,2,1,6,4,2
09Y11,Jahrgangsstufe 05,"Klasse ""achtjähriges Gymnasium""",1,30,17,13,0,0,0,1,0,1
09Y11,Jahrgangsstufe 06,"Klasse ""achtjähriges Gymnasium""",1,32,17,15,0,0,0,0,0,0
09Y11,Jahrgangsstufe 07,"Klasse ""achtjähriges Gymnasium""",1,26,10,16,1,0,1,1,0,1
09Y11,Jahrgangsstufe 07,Regelklasse,4,123,64,59,1,1,0,2,1,1
09Y11,Jahrgangsstufe 08,Regelklasse,5,151,80,71,7,1,6,10,3,7
09Y11,Jahrgangsstufe 09,"Klasse ""achtjähriges Gymnasium""",1,31,11,20,0,0,0,0,0,0
09Y11,Jahrgangsstufe 09,Regelklasse,4,104,40,64,7,2,5,6,2,4
09Y11,Jahrgangsstufe 10,"Klasse ""achtjähriges Gymnasium""",2,41,18,23,0,0,0,1,1,0
09Y11,Jahrgangsstufe 10,Regelklasse,2,62,33,29,0,0,0,0,0,0
10G01,Jahrgangsstufe 03,Regelklasse,2,50,24,26,3,1,2,9,5,4
10G01,Jahrgangsstufe 04,Regelklasse,2,49,27,22,0,0,0,7,6,1
10G01,Jahrgangsstufe 05,Regelklasse,2,53,28,25,0,0,0,7,4,3
10G01,Jahrgangsstufe 06,Regelklasse,3,49,16,33,0,0,0,2,1,1
10G01,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,19,7,12,0,0,0,1,1,0
10G01,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,134,66,68,3,3,0,23,15,8
10G03,Jahrgangsstufe 03,Regelklasse,3,72,36,36,5,3,2,23,12,11
10G03,Jahrgangsstufe 04,Regelklasse,3,69,37,32,6,4,2,21,10,11
10G03,Jahrgangsstufe 05,Regelklasse,3,72,29,43,5,2,3,23,8,15
10G03,Jahrgangsstufe 06,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,10,5,5,10,5,5,10,5,5
10G03,Jahrgangsstufe 06,Regelklasse,3,69,32,37,5,3,2,19,10,9
10G03,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,7,168,75,93,13,5,8,51,28,23
10G04,Jahrgangsstufe 03,Regelklasse,3,62,32,30,7,3,4,29,13,16
10G04,Jahrgangsstufe 04,Regelklasse,2,53,31,22,4,3,1,20,9,11
10G04,Jahrgangsstufe 05,Regelklasse,2,48,23,25,4,1,3,21,9,12
10G04,Jahrgangsstufe 06,Regelklasse,2,44,22,22,3,1,2,13,4,9
10G04,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,5,114,54,60,7,4,3,40,20,20
10G05,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,9,210,108,102,18,10,8,76,38,38
10G05,Jahrgangsstufe 04,Regelklasse,3,55,26,29,3,1,2,23,11,12
10G05,Jahrgangsstufe 05,Regelklasse,2,55,27,28,4,2,2,17,7,10
10G05,Jahrgangsstufe 06,Regelklasse,2,49,28,21,2,1,1,15,12,3
10G05,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,18,11,7,0,0,0,4,4,0
10G06,Jahrgangsstufe 03,Regelklasse,3,75,49,26,6,3,3,21,13,8
10G06,Jahrgangsstufe 04,Regelklasse,4,95,43,52,3,1,2,24,11,13
10G06,Jahrgangsstufe 04,Sonderpädagogische Kleinklasse,1,5,4,1,0,0,0,2,2,0
10G06,Jahrgangsstufe 05,Regelklasse,3,66,35,31,5,4,1,19,9,10
10G06,Jahrgangsstufe 06,Regelklasse,3,68,36,32,10,4,6,24,13,11
10G06,Jahrgangsstufe 06,Sonderpädagogische Kleinklasse,1,10,10,0,0,0,0,0,0,0
10G06,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,20,11,9,0,0,0,4,1,3
10G06,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,8,167,94,73,11,3,8,49,28,21
10G07,Jahrgangsstufe 03,Regelklasse,3,63,33,30,4,1,3,19,10,9
10G07,Jahrgangsstufe 04,Regelklasse,2,46,24,22,2,1,1,11,3,8
10G07,Jahrgangsstufe 05,Regelklasse,2,47,24,23,2,2,0,14,9,5
10G07,Jahrgangsstufe 06,Regelklasse,2,41,17,24,2,1,1,11,5,6
10G07,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,99,46,53,18,11,7,26,17,9
10G08,Jahrgangsstufe 03,Regelklasse,3,69,31,38,0,0,0,13,5,8
10G08,Jahrgangsstufe 04,Regelklasse,2,44,23,21,0,0,0,11,4,7
10G08,Jahrgangsstufe 05,Regelklasse,2,56,26,30,0,0,0,8,3,5
10G08,Jahrgangsstufe 06,Regelklasse,2,41,20,21,0,0,0,6,3,3
10G08,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,145,74,71,2,0,2,20,9,11
10G09,Jahrgangsstufe 03,Regelklasse,3,67,34,33,8,4,4,16,8,8
10G09,Jahrgangsstufe 04,Regelklasse,3,75,33,42,4,2,2,13,4,9
10G09,Jahrgangsstufe 05,Regelklasse,2,49,21,28,3,1,2,7,2,5
10G09,Jahrgangsstufe 06,Regelklasse,2,39,21,18,2,0,2,9,4,5
10G09,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,7,180,85,95,10,6,4,31,18,13
10G10,Jahrgangsstufe 03,Regelklasse,3,71,32,39,8,2,6,29,13,16
10G10,Jahrgangsstufe 04,Regelklasse,3,73,38,35,13,6,7,23,12,11
10G10,Jahrgangsstufe 05,Regelklasse,3,66,35,31,10,6,4,23,16,7
10G10,Jahrgangsstufe 06,Regelklasse,3,63,34,29,11,9,2,23,16,7
10G10,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,150,78,72,6,4,2,51,24,27
10G11,Jahrgangsstufe 03,Regelklasse,2,47,18,29,6,1,5,17,5,12
10G11,Jahrgangsstufe 04,Regelklasse,3,61,31,30,3,2,1,28,14,14
10G11,Jahrgangsstufe 05,Regelklasse,3,63,37,26,8,4,4,34,22,12
10G11,Jahrgangsstufe 06,Regelklasse,2,40,27,13,3,3,0,16,13,3
10G11,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,3,52,29,23,6,3,3,19,10,9
10G11,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,90,48,42,16,13,3,42,28,14
10G12,Jahrgangsstufe 03,Regelklasse,4,85,38,47,2,0,2,15,6,9
10G12,Jahrgangsstufe 04,Regelklasse,3,76,28,48,3,1,2,14,3,11
10G12,Jahrgangsstufe 05,Regelklasse,3,61,33,28,1,0,1,12,8,4
10G12,Jahrgangsstufe 06,Regelklasse,2,51,26,25,0,0,0,7,4,3
10G12,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,7,163,71,92,7,4,3,33,14,19
10G13,Jahrgangsstufe 03,Regelklasse,4,95,47,48,1,0,1,4,2,2
10G13,Jahrgangsstufe 04,Regelklasse,2,54,28,26,0,0,0,2,1,1
10G13,Jahrgangsstufe 05,Regelklasse,3,75,40,35,4,2,2,6,3,3
10G13,Jahrgangsstufe 06,Regelklasse,3,72,37,35,2,0,2,2,0,2
10G13,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,156,81,75,1,1,0,6,5,1
10G14,Jahrgangsstufe 03,Regelklasse,4,85,48,37,7,5,2,32,18,14
10G14,Jahrgangsstufe 04,Regelklasse,4,88,49,39,11,5,6,40,20,20
10G14,Jahrgangsstufe 05,Regelklasse,4,87,45,42,10,5,5,37,19,18
10G14,Jahrgangsstufe 06,Regelklasse,3,81,36,45,15,9,6,28,15,13
10G14,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,22,11,11,2,0,2,10,3,7
10G14,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,10,204,98,106,20,9,11,79,34,45
10G16,Jahrgangsstufe 03,Regelklasse,3,71,38,33,1,1,0,1,1,0
10G16,Jahrgangsstufe 04,Regelklasse,2,56,21,35,0,0,0,0,0,0
10G16,Jahrgangsstufe 05,Regelklasse,2,39,21,18,0,0,0,0,0,0
10G16,Jahrgangsstufe 06,Regelklasse,2,45,22,23,0,0,0,0,0,0
10G16,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,157,90,67,2,1,1,2,1,1
10G17,Jahrgangsstufe 03,Regelklasse,3,59,28,31,1,0,1,17,5,12
10G17,Jahrgangsstufe 04,Regelklasse,3,60,32,28,0,0,0,9,5,4
10G17,Jahrgangsstufe 05,Regelklasse,2,44,16,28,2,1,1,6,2,4
10G17,Jahrgangsstufe 06,Regelklasse,2,53,28,25,2,1,1,16,10,6
10G17,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,2,47,18,29,2,1,1,5,2,3
10G17,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,135,62,73,0,0,0,24,12,12
10G18,Jahrgangsstufe 03,Regelklasse,3,79,39,40,8,4,4,16,5,11
10G18,Jahrgangsstufe 04,Regelklasse,4,80,42,38,3,2,1,23,12,11
10G18,Jahrgangsstufe 05,Regelklasse,3,59,23,36,3,2,1,8,5,3
10G18,Jahrgangsstufe 06,Regelklasse,2,50,23,27,4,1,3,9,3,6
10G18,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,5,115,56,59,8,4,4,20,12,8
10G19,Jahrgangsstufe 03,Jahrgangsübergreifende Lerngruppe,6,146,73,73,11,8,3,30,14,16
10G19,Jahrgangsstufe 03,Regelklasse,2,51,27,24,0,0,0,4,2,2
10G19,Jahrgangsstufe 04,Regelklasse,3,66,33,33,4,4,0,7,6,1
10G19,Jahrgangsstufe 05,Regelklasse,3,63,31,32,7,2,5,4,1,3
10G19,Jahrgangsstufe 06,Jahrgangsübergreifende Lerngruppe,3,62,37,25,0,0,0,0,0,0
10G19,Jahrgangsstufe 06,Regelklasse,2,52,25,27,5,2,3,9,5,4
10G19,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,3,70,30,40,0,0,0,11,6,5
10G22,Jahrgangsstufe 03,Regelklasse,3,68,34,34,0,0,0,4,1,3
10G22,Jahrgangsstufe 04,Regelklasse,2,53,27,26,1,0,1,6,1,5
10G22,Jahrgangsstufe 05,Regelklasse,2,47,18,29,0,0,0,3,1,2
10G22,Jahrgangsstufe 06,Regelklasse,2,39,19,20,1,0,1,2,1,1
10G22,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,1,22,13,9,3,0,3,3,0,3
10G22,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,131,63,68,8,2,6,14,7,7
10G25,Jahrgangsstufe 03,Regelklasse,3,70,34,36,3,2,1,15,5,10
10G25,Jahrgangsstufe 04,Regelklasse,3,63,32,31,1,1,0,12,7,5
10G25,Jahrgangsstufe 05,Regelklasse,3,64,41,23,1,1,0,14,8,6
10G25,Jahrgangsstufe 06,Regelklasse,2,52,23,29,0,0,0,12,6,6
10G25,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,8,188,113,75,5,3,2,35,21,14
10G26,Jahrgangsstufe 03,Regelklasse,2,39,22,17,1,0,1,5,2,3
10G26,Jahrgangsstufe 04,Regelklasse,2,40,23,17,0,0,0,3,2,1
10G26,Jahrgangsstufe 05,Regelklasse,2,37,23,14,0,0,0,1,1,0
10G26,Jahrgangsstufe 06,Regelklasse,2,47,18,29,0,0,0,2,1,1
10G26,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,4,107,63,44,1,1,0,5,3,2
10G28,Jahrgangsstufe 03,Regelklasse,4,84,48,36,2,2,0,6,5,1
10G28,Jahrgangsstufe 04,Regelklasse,4,90,50,40,2,1,1,19,13,6
10G28,Jahrgangsstufe 05,Regelklasse,4,81,39,42,1,1,0,8,5,3
10G28,Jahrgangsstufe 06,Regelklasse,4,95,43,52,4,2,2,11,4,7
10G28,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,8,200,101,99,15,9,6,26,14,12
10G29,Jahrgangsstufe 03,Regelklasse,3,61,28,33,10,5,5,15,9,6
10G29,Jahrgangsstufe 04,Regelklasse,3,78,41,37,4,3,1,20,15,5
10G29,Jahrgangsstufe 05,Regelklasse,3,64,27,37,2,1,1,7,5,2
10G29,Jahrgangsstufe 06,Regelklasse,2,44,27,17,1,0,1,8,6,2
10G29,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,7,154,76,78,18,7,11,37,18,19
10G30,Jahrgangsstufe 03,Regelklasse,3,70,34,36,0,0,0,1,1,0
10G30,Jahrgangsstufe 04,Regelklasse,2,56,27,29,0,0,0,1,1,0
10G30,Jahrgangsstufe 05,Regelklasse,2,55,32,23,0,0,0,0,0,0
10G30,Jahrgangsstufe 06,Regelklasse,2,44,23,21,0,0,0,0,0,0
10G30,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,5,120,65,55,0,0,0,2,0,2
10G31,Jahrgangsstufe 03,Regelklasse,3,68,30,38,0,0,0,0,0,0
10G31,Jahrgangsstufe 04,Regelklasse,2,47,26,21,0,0,0,0,0,0
10G31,Jahrgangsstufe 05,Regelklasse,2,44,29,15,0,0,0,0,0,0
10G31,Jahrgangsstufe 06,Regelklasse,2,44,27,17,0,0,0,0,0,0
10G31,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,122,65,57,1,0,1,1,0,1
10G32,Jahrgangsstufe 03,Regelklasse,3,67,28,39,0,0,0,2,0,2
10G32,Jahrgangsstufe 04,Regelklasse,3,77,45,32,0,0,0,4,3,1
10G32,Jahrgangsstufe 05,Regelklasse,3,62,28,34,0,0,0,2,1,1
10G32,Jahrgangsstufe 06,Regelklasse,3,68,38,30,1,1,0,6,4,2
10G32,Schulanfangsphase,Jahrgangsbezogene Lerngruppe,6,147,77,70,0,0,0,6,2,4
10G33,Jahrgangsstufe 03,Regelklasse,2,50,33,17,0,0,0,3,3,0
10G33,Jahrgangsstufe 04,Regelklasse,2,50,25,25,0,0,0,2,2,0
10G33,Jahrgangsstufe 05,Regelklasse,3,66,31,35,0,0,0,5,1,4
10G33,Jahrgangsstufe 06,Regelklasse,2,47,24,23,0,0,0,2,2,0
10G33,Schulanfangsphase,Jahrgangsübergreifende Lerngruppe,6,145,72,73,0,0,0,9,4,5
10K01,1. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,88,42,46,4,1,3,21,9,12
10K01,3. Kurshalbjahr,Regelklasse (Kurshalbjahre),0,59,33,26,6,3,3,16,10,6
10K01,E-Phase,Regelklasse,4,98,48,50,10,7,3,31,20,11
10K01,Jahrgangsstufe 07,Regelklasse,6,156,73,83,2,0,2,16,8,8
10K01,Jahrgangsstufe 08,Regelklasse,8,208,106,102,15,7,8,43,19,24
10K01,Jahrgangsstufe 09,Regelklasse,7,183,86,97,7,5,2,28,16,12
10K01,Jahrgangsstufe 10,Regelklasse,6,180,87,93,11,5,6,55,31,24
10K02,Jahrgangsstufe 07,Regelklasse,5,125,72,53,4,2,2,9,6,3
10K02,Jahrgangsstufe 08,Regelklasse,6,151,85,66,5,1,4,12,4,8
10K02,Jahrgangsstufe 09,Praxislerngruppe,1,16,9,7,0,0,0,1,1,0
10K02,Jahrgangsstufe 09,Regelklasse,6,135,82,53,9,7,2,20,15,5
10K02,Jahrgangsstufe 10,Regelklasse,3,70,35,35,4,1,3,7,3,4
10K03,Jahrgangsstufe 07,Regelklasse,3,69,35,34,3,1,2,5,2,3
10K03,Jahrgangsstufe 08,Regelklasse,4,87,51,36,13,6,7,24,14,10
10K03,Jahrgangsstufe 10,Praxisklasse,1,12,5,7,0,0,0,2,2,0
10K03,Jahrgangsstufe 10,Regelklasse,2,41,22,19,6,4,2,8,6,2
10K04,Jahrgangsstufe 07,Regelklasse,4,103,67,36,12,8,4,25,19,6
10K04,Jahrgangsstufe 08,Regelklasse,5,118,56,62,23,11,12,41,19,22
10K04,Jahrgangsstufe 09,Regelklasse,4,107,54,53,13,6,7,24,14,10
10K04,Jahrgangsstufe 10,Regelklasse,4,100,50,50,17,7,10,33,15,18
10K05,Jahrgangsstufe 07,Regelklasse,5,130,80,50,1,0,1,11,7,4
10K05,Jahrgangsstufe 08,Regelklasse,5,124,72,52,0,0,0,9,5,4
10K05,Jahrgangsstufe 09,Lerngruppen für Neuzugänge ohne Deutschkenntnisse,1,20,10,10,20,10,10,20,10,10
10K05,Jahrgangsstufe 09,Praxislerngruppe,2,28,20,8,0,0,0,1,0,1
10K05,Jahrgangsstufe 09,Regelklasse,3,59,27,32,2,1,1,5,1,4
10K05,Jahrgangsstufe 10,Produktives Lernen,1,11,6,5,0,0,0,1,1,0
10K05,Jahrgangsstufe 10,Regelklasse,3,56,30,26,1,0,1,5,1,4
10K06,Jahrgangsstufe 07,Regelklasse,4,79,67,12,0,0,0,0,0,0
10K06,Jahrgangsstufe 08,Regelklasse,4,101,71,30,0,0,0,2,1,1
10K06,Jahrgangsstufe 09,Regelklasse,4,99,53,46,1,1,0,2,0,2
10K06,Jahrgangsstufe 10,Regelklasse,3,77,48,29,0,0,0,1,0,1
10K07,Jahrgangsstufe 07,Regelklasse,4,104,35,69,0,0,0,19,7,12
10K07,Jahrgangsstufe 08,Regelklasse,4,104,34,70,0,0,0,12,2,10
10K07,Jahrgangsstufe 09,Regelklasse,4,104,46,58,0,0,0,4,1,3
10K07,Jahrgangsstufe 10,Regelklasse,3,89,38,51,0,0,0,0,0,0
10K08,Jahrgangsstufe 07,Regelklasse,5,102,54,48,1,1,0,22,13,9
10K08,Jahrgangsstufe 08,Regelklasse,5,99,53,46,4,3,1,16,11,5
10K08,Jahrgangsstufe 09,Praxislerngruppe,1,16,11,5,2,2,0,6,5,1
10K08,Jahrgangsstufe 09,Regelklasse,4,86,42,44,3,1,2,18,7,11
10K08,Jahrgangsstufe 10,Regelklasse,4,107,55,52,5,1,4,20,11,9
10K09,Jahrgangsstufe 07,Regelklasse,4,93,50,43,5,4,1,9,7,2
10K09,Jahrgangsstufe 08,Regelklasse,4,102,66,36,8,7,1,12,9,3
10K09,Jahrgangsstufe 09,Regelklasse,5,121,68,53,8,5,3,15,8,7
